restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade,avg_sentiment,total_reviews,is_michelin,michelin_award
saizeriya,ChIJGxMHocgZ2jERcqP2f7X0w_o,4.1,1356,1,1.3113982,103.8565897,singapore saizeriya pte. ltd.,A,0.5029675,40,FALSE,
din tai fung @ city square,ChIJDY2tocgZ2jERltPCuW6qr8M,4.1,849,2,1.3113982,103.8565897,epicurean concepts marina square pte. ltd.,A,0.40172,5,FALSE,
subway,ChIJS2blUBgY2jERaKXBHaSGyBY,3.7,183,2,1.3190195,103.8943777,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
liang kee teochew restaurant,ChIJ1ceJAYIZ2jERBDq8G-PB1Ck,4,267,2,1.3324028,103.8850935,imperial treasure fine dining restaurant pte. ltd.,A,0.82316,5,FALSE,
rochor beancurd house,ChIJKaXSez0Y2jERQv6Aql_hXXI,3.9,951,1,1.3149103,103.8903957,yu kee duck and noodle house pte. ltd.,A,0.6427,5,FALSE,
astons specialities @ singpost centre,ChIJh8sEqRkY2jERQn0k3HNPdOI,4.5,2855,2,1.3188304,103.8940692,bagus singpost pte. ltd.,Unknown,0.62436,5,FALSE,
panipurizz (online store),ChIJJ8Bq-W4Z2jERzOmhvWs96bg,4.9,87,,1.3153016,103.8910706,li li,A,0.90988,5,FALSE,
shell,ChIJLerW2IUX2jERaAM0i5Gk4yA,4.1,105,2,1.33109,103.87778,,Unknown,0.194250769,65,FALSE,
soon lee lor mee stall 順利滷麵攡,ChIJn1vJTooX2jER8AAm3jsRPx8,4.2,176,,1.3270209,103.885093,lee poh keong,A,0.61486,5,FALSE,
cck 190 wanton mee,ChIJoWPmacQR2jERYGSR5ntFyvM,4,181,1,1.323541,103.8853874,chilli pan mee (batu rd) pte. ltd.,B,0.46666,5,FALSE,
cheng mun kee pig's organ soup,ChIJn1vJTooX2jERHhxmKzkeAXk,3.7,300,,1.3251754,103.884935,cheng mun chee kee pig organ soup llp,A,0.14416,5,FALSE,
mufiz spice restaurant pte ltd,ChIJ2-aiTDIY2jERL5pRG2hiLHI,4,54,,1.3154734,103.8721939,mufiz spice restaurant pte. ltd.,B,0.81786,5,FALSE,
stevia international (s) pte. ltd.,ChIJl2JSN4YX2jERQLO0hn4mWes,,,,1.3292541,103.8786818,s&n international pte. ltd.,A,0,,FALSE,
lucky specialties,ChIJq54KDsMb2jERRLtdoLy52cA,,,,1.321522,103.8898322,aston food & beverage specialties pte ltd,A,0,,FALSE,
gu ma jia private kitchen,ChIJl77HTYAX2jEReW4dEL_EREA,4.3,421,2,1.3284522,103.8699682,nutrition depot singapore private limited,A,0.774,5,FALSE,
gourmet culture club pte ltd,ChIJy8R-cBIZ2jERWqy0MgfQkNQ,,,,1.319169,103.892559,breadtalk pte ltd,A,0,,FALSE,
keng wah sung cafe,ChIJ47NO1xcY2jERyFbfhYX2QFU,4.3,696,1,1.3151236,103.8915396,hanis cafe & bakery pte. ltd.,A,0.9514,5,FALSE,
siam village (jalan wangi),ChIJWbKNu4YX2jERiyvs-up-B3I,4.2,393,2,1.330273,103.8749282,alan,B,0.59024,5,FALSE,
shell,ChIJaXVoVB8Y2jERcAnghCcKtYU,3.8,175,,1.321708,103.89166,,Unknown,0.194250769,65,FALSE,
p.osh,ChIJAaefwrQX2jERpTc3eup0P7s,4.8,492,,1.3317916,103.8793457,p.osh shop llp,Unknown,0.61476,5,FALSE,
delifrance,ChIJjf1x4oAX2jER3ewfwqBWXXA,4.3,3,2,1.3286679,103.8718834,delifrance singapore pte ltd,A,0.2873,2,FALSE,
ji de chi dessert @ paya lebar square,ChIJ5YxzSyI92jERY70TSYwEZf0,4.4,679,,1.3191725,103.8925563,gao ji food (s) pte ltd,A,0.73784,5,FALSE,
saute sushi | paya lebar square | paya lebar | vegetarian vegan halal | japanese cuisines,ChIJe5TGTaUZ2jERLAswMbq_VNc,4.8,1945,2,1.3191725,103.8925563,the exchange asia square pte ltd,A,0.95826,5,FALSE,
pezzo @ paya lebar square,ChIJ19HdXBgY2jER6flVQOe8VPg,4.1,59,,1.3191725,103.8925563,epicurean concepts marina square pte. ltd.,A,0.63508,5,FALSE,
5 little bears五隻小熊,ChIJzeLPp5IZ2jERcR4Skep6jWU,4,555,,1.3187167,103.8925806,5 drunken rabbits holding pte. ltd.,Unknown,0.8844,5,FALSE,
merdandy bar & cafe,ChIJVVVV5bAZ2jERPOPGM-FutfY,3.7,121,,1.3140614,103.8916542,sarika connoisseur cafe pte ltd,A,0.87628,5,FALSE,
chicken run,ChIJZdFGZxgY2jERUcLn_QF2BV4,4.1,286,,1.318956,103.8928958,texas chicken restaurant pte. ltd.,A,0.94044,5,FALSE,
ramen keisuke tonkotsu king niku king (paya lebar),ChIJUT98ZxgY2jER9AkGIB3_Tzo,4.2,1155,2,1.3189503,103.8928998,kopi king pte. ltd.,A,0.60352,5,FALSE,
wok master paya lebar square,ChIJQeY4ocgZ2jERzNxUJZRM6Xk,4.4,1227,,1.3187036,103.8930873,wok hey pte. ltd.,Unknown,0.68254,5,FALSE,
smol café & salad bar,ChIJJQzuehAY2jERuK0qoh4MkQI,4.5,339,,1.3157747,103.8927815,26@marina bar & bistro pte ltd,B,0.8386,5,FALSE,
kl traditional chilli ban mee,ChIJR5pg544X2jERATUsnm4DMAw,3.9,407,1,1.33252,103.88494,ban heng teochew porridge (tanjong pagar) pte. ltd.,A,0.83284,5,FALSE,
chicken hotpot (singpost centre),ChIJU_4PmLQi2jERLjLbrbX7EXQ,4.1,142,,1.3189548,103.8944549,nsb hotpot pte. ltd.,Unknown,0.71428,5,FALSE,
restoran faaz,ChIJhcnceykJ2jERg59mZyeytrk,3.9,65,,1.3415548,103.5947499,xiang tian restoran pte. ltd.,Unknown,0.5849,5,FALSE,
forest city crazy roast bar,ChIJ1amqUYAJ2jERRkioPdzdhMc,4.3,111,,1.3375452,103.5907526,barosa bar pte ltd,A,0.7352,5,FALSE,
korean bbq,ChIJLyvJCgAJ2jER9C8-kWLaRU4,,,,1.3382916,103.5905341,hyangtogol (korean restaurant) pte. ltd.,A,0,,FALSE,
restoran cgp,ChIJn0YrLQAJ2jERhenxdcL7NgI,3.2,33,,1.3395218,103.5901363,xiang tian restoran pte. ltd.,Unknown,0.29804,5,FALSE,
restoran raihanah,ChIJMQhvK5UJ2jER2ui4ZvQLEN4,3.2,24,,1.3409359,103.5900206,xiang tian restoran pte. ltd.,Unknown,0.05606,5,FALSE,
raffles marina,ChIJPV-ku7QI2jER0-78Eng_3gQ,4.3,4089,,1.3427401,103.6355251,raffles marina ltd,A,0.53904,5,FALSE,
marina bistro,ChIJO_0iuLQI2jERkcDiNJD7aIA,4.4,808,,1.3422185,103.6352544,rina,A,0.8868,5,FALSE,
captain's table,ChIJ6ZICzEwP2jERlb1OvfWlxrk,4.3,193,,1.3425467,103.6354306,seafood paradise (s) pte. ltd.,A,0.8984,5,FALSE,
subway,ChIJAQAA0AoP2jER8DtlIT9tOCc,3,45,2,1.3469363,103.6800539,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
co-op,ChIJlfk9iHUP2jER8XOVBgF0FkE,3.6,8,,1.3430262,103.6827026,ntuc foodfare co-operative ltd,Unknown,0.1825,5,FALSE,
subway,ChIJI5FnlZkP2jERrx1Cuzft9os,3.9,133,2,1.3425578,103.692594,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
kfc,ChIJP_UblpkP2jERe9vO7hgrLXs,4,600,2,1.3424642,103.6926777,,Unknown,0.207115238,105,FALSE,
mcdonald's,ChIJk2hjGKAP2jERtZYCT0TDDOc,3.6,471,1,1.3470369,103.68034,seafood paradise (s) pte. ltd.,A,0.29621625,80,FALSE,
good fortune seafood 福满海鲜,ChIJhYB_Y5kP2jERTIlrIBZX_tg,4.1,1050,2,1.3422408,103.6927976,marina live seafood & steamboat pte ltd,B,0.5263,5,FALSE,
quad cafe @ eee,ChIJd_SfCgAP2jERe8zXEIlzoic,4.5,11,,1.3424279,103.6803188,hanis cafe & bakery pte. ltd.,A,0.73626,5,FALSE,
jurong camp 2 cookhouse,ChIJxe9RAgAP2jERQTJbYkDpXL4,,,,1.3389153,103.6833466,co hai banh mi vietnamese baguette no 2 pte. ltd.,B,0,,FALSE,
bismillah biryani @ ntu,ChIJW_mWEqAP2jERquJlNqjcAJ4,,,,1.34415,103.6800792,,Unknown,0,,FALSE,
my kampung chicken rice @ ntu south spine fine food,ChIJ2UblCxgP2jER_CYYaOwURrA,,,,1.3445849,103.6812544,artemis fine foods a.s. pte ltd,A,0,,FALSE,
yew kee specialities @ ntu north spine plaza,ChIJA4czoGYP2jER3MGyuh0GcIs,3.3,6,,1.345229,103.6811665,hock kee f&b pte. ltd.,A,0.21562,5,FALSE,
907 什菜饭,ChIJ-Yta2ggP2jERCHrdJqy2mfE,,,,1.3412348,103.6857985,,Unknown,0,,FALSE,
fu xiang seafood 富香海鲜,ChIJ9cPIqd4P2jER6aIQlNJMOWE,3.2,17,,1.341245,103.6857991,marina live seafood & steamboat pte ltd,B,0.2753,5,FALSE,
a & i hainanese boneless chicken rice,ChIJUx08KpwP2jER_cJWhf24UOA,4.5,307,1,1.3412583,103.6858174,evertop hainanese boneless chicken rice pte. ltd.,B,0.8726,5,FALSE,
海南起骨鸡饭,ChIJu2rrLpwP2jER2bYu3XZ42ZQ,5,7,,1.3411229,103.6859395,,Unknown,0.7315,5,FALSE,
thai dynasty express,ChIJs_cAYe8P2jERIkEck2-wGVA,3.1,27,,1.3469416,103.6809058,simply wrapps express pte. ltd.,A,0.0097,5,FALSE,
blue ocean kopi & toast,ChIJC9GkSwAP2jEROdVM59abOh4,4.5,234,,1.3470348,103.6798148,ya kun kaya toast coffeestall since 1944 pte. ltd.,B,-0.02038,5,FALSE,
route 35 western food,ChIJ-c0P3AoP2jEREyR7CRoYMHk,,,,1.3470585,103.6800627,ho heng food & enterprise pte. ltd.,A,0,,FALSE,
the soup spoon union,ChIJXwluwgoP2jERulXZRFj8fYY,3.8,63,2,1.3471227,103.6811829,the exchange asia square pte ltd,A,0.84674,5,FALSE,
paik's bibim,ChIJlbaBdqAP2jERlLl3ZDlREHY,4.1,97,,1.3471893,103.6807181,seafood paradise (s) pte. ltd.,A,0.8056,5,FALSE,
xiao guan zi,ChIJWQuHxu0P2jERG0weFzk3Spc,2.9,10,,1.34729,103.6807359,guan chee hong kong roasted duck pte. ltd.,A,0.24378,5,FALSE,
the crowded bowl,ChIJOeo7rRYP2jERfaGpD0hs2vE,4,69,,1.34729,103.6807359,the crowded bowl llp,A,0.37142,5,FALSE,
bottle tree cafe restaurant by sembawang eating house seafood restaurant,ChIJ978lPHYP2jERf2c1HxrwMsQ,3.7,66,,1.332714,103.678929,sembawang eating house (seafood restaurant),B,0.38706,5,FALSE,
pen & inc ntu cafe & bar,ChIJMfzHEP8Z2jER47wjTEBYUl8,4.6,739,,1.34748,103.6797845,porters restaurant bar private limited,A,0.87676,5,FALSE,
encik tan,ChIJYQ95QwAP2jERmvEqJcTsibc,2.4,28,1,1.3475051,103.6801152,tan coon tio tony,A,0.231462162,36,FALSE,
popeyes ntu,ChIJv8e3PQAP2jERGkGOUw8FKfs,4.1,99,,1.347548,103.6800954,visione ntu pte. ltd.,A,0.14926,5,FALSE,
domino's pizza nanyang technological university,ChIJkRifAOAP2jERTwWSiMxIpYg,1.4,113,,1.3476021,103.6816796,nanyang technological university,Unknown,-0.36554,5,FALSE,
itsbubblin @ ntu canteen 2,ChIJHymjsIEP2jER2Op0wt6SpGs,3.9,11,,1.3481206,103.685364,timbre 2 pte. ltd.,A,0.42324,5,FALSE,
yihuatminiwok2,ChIJFSsc5CEP2jERqI0RVlOVZ1M,1,1,,1.348404,103.6854299,,Unknown,0,1,FALSE,
3div cookhouse,ChIJ60ekYwAP2jERu-2bW8viSiw,,,,1.3331847,103.687553,the dempsey cookhouse & bar pte. ltd.,A,0,,FALSE,
heyya braised duck @ ntu canteen 16,ChIJ9Qw_DPkP2jERBPYaYqbyPUY,,,,1.3502569,103.6810514,duck master pte. ltd.,A,0,,FALSE,
lin ji koka noodles,ChIJm3ExVFIP2jER3-M1OVngvy0,5,1,,1.3502569,103.6810514,lin yunqin,A,0.8122,1,FALSE,
hong yun ge seafood 鸿运阁海鲜煮炒,ChIJ1RJxPHEP2jERbXO-IRgJ07M,3.4,10,,1.3414067,103.6904491,guan chee hong kong roasted duck pte. ltd.,A,0.13132,5,FALSE,
guicin bee hoon nasi lemak,ChIJhYB_Y5kP2jERXWjbkX1Ka_Q,1,4,,1.341483,103.6904746,tan siew hoon,B,0.219125,4,FALSE,
jia jia vegetarian,ChIJsWkrBM8P2jER241ct6s5TbA,4.4,9,,1.3415846,103.690471,jia jia vegetarian pte. ltd.,B,0.42356,10,FALSE,
ah kiat fishball noodles,ChIJqz0vFTgP2jERR92XKQVXkM4,4.6,5,,1.3415846,103.690471,ah nian pte. ltd.,B,0.25656,4,FALSE,
sheng hong hk roasted delight,ChIJk6jOLsIP2jERVjebyCiJOf8,2.5,13,,1.3415846,103.690471,leyau yen hong,A,0.19122,5,FALSE,
tenderbest,ChIJAQCQfZkP2jERkNlciGagxgM,1.8,30,,1.3415846,103.690471,,Unknown,-0.005613333,15,FALSE,
lu heng kee 盧興記 hokkien mee,ChIJuxkIwZEP2jERcMetO2EdOCY,4.5,62,,1.3414639,103.6906727,wa kee pte. ltd.,Unknown,0.53492,5,FALSE,
al rizha indian cuisine,ChIJp0-7YpkP2jERylXCtwyzW0Y,3.3,6,,1.3414661,103.6906772,imperial treasure cantonese cuisine pte. ltd.,A,0.46412,5,FALSE,
putris asia ghani,ChIJhYB_Y5kP2jER0gZKetP0tF8,2.6,24,,1.3415009,103.6907307,the exchange asia square pte ltd,A,0.64656,5,FALSE,
din tai fung @ jurong point,ChIJy64vxOwP2jERYqiaVhZGhbE,4,603,2,1.3390568,103.7057767,tai fu lou pte ltd,A,0.67004,5,FALSE,
subway,ChIJ1x8A6OwP2jERQwi4L8V8AnQ,3.8,390,2,1.3400053,103.7063871,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
dian xiao er (jurong point),ChIJy64vxOwP2jERSZ73pxf3MN0,4.4,864,2,1.3393042,103.7054326,yechun xiao jiang nan restaurant group pte. ltd.,A,0.94374,5,FALSE,
pizza hut,ChIJy64vxOwP2jER4HDB72kKhhI,4.4,1590,2,1.3400503,103.7062697,pizza hut singapore pte ltd,A,0.586732,125,FALSE,
mos burger,ChIJy64vxOwP2jERfM5WYse1Bf8,3.8,375,1,1.3397627,103.7065055,mos foods singapore pte. ltd.,A,0.53058,30,FALSE,
kfc,ChIJuwCgNrwP2jERrBWhtqv2j04,3.9,422,2,1.3487223,103.6989508,,Unknown,0.207115238,105,FALSE,
burger king jurong point,ChIJy64vxOwP2jERg28Nrxxh9hw,3.9,832,1,1.3388475,103.705229,seah king ming,A,0.3843,5,FALSE,
swensen's @ jurong point,ChIJy64vxOwP2jERHW_bbUn5Tqc,4.4,2942,2,1.338973,103.705631,lam's (singapore) culinary enterprise pte. ltd.,A,0.9695,5,FALSE,
shihlin taiwan street food (jurong point),ChIJy64vxOwP2jER6NO1VABiHQg,4.7,313,,1.3388403,103.704901,mexican food corp pte. ltd.,A,-0.09574,5,FALSE,
pezzo,ChIJT5uO15IP2jERcOoENFJMWjQ,3.8,120,,1.3389495,103.7050141,pezzo singapore pte. ltd.,A,0.64046,5,FALSE,
sushi express,ChIJHcaYLpMP2jER93OZuGiIry8,3.8,750,1,1.3394886,103.7052064,sushi express group pte. ltd.,A,0.46984,5,FALSE,
pepper lunch,ChIJuQ0K1ZIP2jERfgiBcSRWHoM,4.2,747,2,1.3388699,103.7054893,pepper and salt restaurant and catering pte. ltd.,B,0.41372,5,FALSE,
legendary hong kong restaurant @ jurong point 香港傳奇餐廳,ChIJHcaYLpMP2jERjhDMRZ9A7-k,4.5,4155,2,1.3399211,103.7058776,texas chicken restaurant pte. ltd.,A,0.95766,5,FALSE,
monster curry,ChIJxblKLZMP2jERqInptdtj-pk,4.6,1435,2,1.3390834,103.7059075,monster curry pte. ltd.,A,0.8214,5,FALSE,
ichiban boshi (jurong point),ChIJT9hazuwP2jERfdKhCxJN3xw,4.1,730,2,1.339099,103.7060887,zhong zhong ngoh hiang (taman jurong) pte. ltd.,Unknown,0.90642,5,FALSE,
4fingers crispy chicken,ChIJe7uhLpMP2jERKrXGrPmLsAI,4.6,1849,2,1.3399257,103.7062886,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,0.284795,20,FALSE,
brio,ChIJxblKLZMP2jERj9R0TfxXNyA,4.1,872,2,1.3399257,103.7062886,"teng dao wei, gabrion",B,0.80186,5,FALSE,
idaten udon,ChIJuVFyxewP2jERdx6rfc4fUT0,4.5,191,,1.339874,103.706464,udon culture pte. ltd.,A,0.7493,5,FALSE,
subway,ChIJ9dlvRrwP2jERL7QksVvpU4c,3.9,125,2,1.3487594,103.6974711,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
rong kee roasted delights,ChIJ9dlvRrwP2jER6jjMwRUdQPI,,,,1.3493275,103.6975801,guan chee hong kong roasted duck pte. ltd.,A,0,,FALSE,
ding ji teochew noodle,ChIJ1W2wC8IP2jERmuf4tpKj1FI,2.6,19,1,1.346944,103.7121901,yu kee duck and noodle house pte. ltd.,A,0.42943,20,FALSE,
xiang feng nasi lemak,ChIJ-T2z2OkP2jERpC8IhRG36YY,4.3,40,,1.3456647,103.7129739,jia xiang kuching food supplies pte. ltd.,A,0.75132,5,FALSE,
delisnacks 德利食,ChIJY-XB3ekP2jERX79cg-TiasY,4,7,,1.3455161,103.7130749,li li,A,-0.132175,8,FALSE,
pizza hut,ChIJ-fjFgcEP2jERw2FoIDFzPpc,4.8,777,2,1.3484381,103.7114432,pizza hut singapore pte ltd,A,0.586732,125,FALSE,
ho huat fried hokkien prawn mee 和发福建炒虾面,ChIJx1v13ukP2jERMcET_e5u7vo,3.3,120,,1.3457259,103.7130635,boon lay ho huat pte. ltd.,B,0.184,5,FALSE,
bok's kitchen by hidden chefs - singapore,ChIJVVWhX8EP2jERXqNFsqQa-CI,4.5,762,2,1.349413,103.711315,s&n international pte. ltd.,A,0.9358,5,FALSE,
putien jurong point,ChIJy64vxOwP2jERIp3kxn84fJM,4.7,2949,2,1.3401235,103.7062697,railway old coffee food point (pte.) ltd.,Unknown,0.7619,5,FALSE,
yaki yaki bo,ChIJy64vxOwP2jEREQh_ql7CKE8,4.3,423,,1.3394354,103.7065072,feng bo zhuang f & b pte ltd,B,0.79552,5,FALSE,
mcdonald's,ChIJmRnrx-wP2jERC51mSYA6zOU,4,2670,1,1.3398558,103.7064063,seafood paradise (s) pte. ltd.,A,0.29621625,80,FALSE,
kfc,ChIJmRnrx-wP2jERtLem-l0M7Rw,4.2,2373,2,1.3396367,103.7064527,,Unknown,0.207115238,105,FALSE,
mcdonald's,ChIJMRQG1JYP2jERE05odQCiRBg,4,1645,1,1.3415661,103.6969298,seafood paradise (s) pte. ltd.,A,0.29621625,80,FALSE,
long john silver's,ChIJy64vxOwP2jERBfsyVIfbLAQ,3.4,620,,1.3393953,103.7069125,seafood paradise (s) pte. ltd.,A,0.26932,35,FALSE,
shell,ChIJUTJ74-oP2jERqd4EUu4Lojo,3.8,328,2,1.34396,103.707788,,Unknown,0.194250769,65,FALSE,
crystal jade la mian xiao long bao,ChIJy64vxOwP2jERf0QO605g3KQ,3.6,392,2,1.3402517,103.705846,crystal jade la mian xiao long bao  (hv) pte ltd,A,0.38516,5,FALSE,
day night herbal soup,ChIJ8e-aLpEP2jEReagxmVNMoD8,3,4,,1.341114,103.697552,day night herbal soup pte. ltd.,A,0.305366667,7,FALSE,
tanjong rhu wanton noodle,ChIJq2uQfgAP2jERYsGQJCr-RJw,2.5,4,,1.3413826,103.6975256,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,-0.430325,3,FALSE,
jap & korean cuisine,ChIJx-3UNbEP2jERizd_MWvFATw,4,9,,1.3411147,103.6973935,imperial treasure cantonese cuisine pte. ltd.,A,0.9218,5,FALSE,
star indian food,ChIJq409CAAP2jERfBqOxWWn7b8,,,,1.3414124,103.6975077,ho heng food & enterprise pte. ltd.,A,0,,FALSE,
联邦肉骨茶 lian bang bak kut teh,ChIJGRYDZQAP2jERMp2NVxhciV4,4.6,22,,1.3412561,103.6974152,tan chiew lian,Unknown,0.82968,5,FALSE,
soon mixed rice,ChIJ228-UQAP2jERbflPrpfCqWg,1,1,,1.3412561,103.6974152,lau di fang scissors-cut curry rice pte. ltd.,A,-0.6705,1,FALSE,
eggdicted,ChIJ-6bMNoQP2jERdXF3_BympF0,4.9,15,,1.3412561,103.6974152,,Unknown,0.9091,5,FALSE,
mala you (麻辣友),ChIJFWtqm_MP2jERRsh5t41P_BY,3,1,,1.3412561,103.6974152,ma la you huo pte. ltd.,B,0.9858,1,FALSE,
yunnan50 fishball noodle 云南鱼圆面,ChIJuQyXVAYP2jERKrmdwlpQxqk,3.2,6,,1.3412561,103.6974152,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,0.0933,5,FALSE,
teh tarik,ChIJHXZhXQAP2jER36Y-QfJwBrQ,,,,1.3412561,103.6974152,mr teh tarik cartel pte. ltd.,B,0,,FALSE,
steam fish yb,ChIJ0fg8EQAP2jERLIVNZ8bSDgI,4.3,8,,1.3412846,103.6974025,arcade fish soup pte. ltd.,A,0.35586,5,FALSE,
fo you yuan vegetarian,ChIJVbbPsYEP2jER_1_yA7ufhSw,4,6,,1.3413746,103.6974446,fo you yuan vegetarian restaurant pte ltd,B,0.58692,5,FALSE,
soon lee carrot cake & fried oyster,ChIJM11sDgAP2jER1HrWFHRC68k,4.3,4,,1.3414229,103.69747,lnc lee mart pte ltd,A,0.20185,2,FALSE,
syed muhamed west coast,ChIJG674GQAP2jERcCjl-uIgoMI,5,1,,1.3414403,103.6974636,west 57th street holding co pte. ltd,A,0.3818,1,FALSE,
no. 8 kitchen 八号厨房,ChIJZQgQCQAP2jER69LKMcJUbko,2,4,,1.3418938,103.6977813,the butcher's kitchen pte ltd,A,0.246075,3,FALSE,
us pizza - jurong west,ChIJfQtX-sEP2jERbOazSzxAu_k,2.3,3,,1.3412184,103.6973341,domino's pizza singapore pte. ltd.,A,0.301433333,3,FALSE,
canadian 2 for 1 pizza,ChIJQyL36doP2jERuInpA2GaVmc,3.8,134,,1.3539175,103.7184603,domino's pizza singapore pte. ltd.,A,0.393602857,35,FALSE,
canopy jurong lake gardens,ChIJNzPuIxsX2jERCubjluZTnUk,4.1,2995,2,1.338189,103.7279994,canopy t pte. ltd.,A,0.9643,5,FALSE,
ding ji,ChIJEQ9HteUP2jER93724We9eXU,1.8,6,1,1.3401904,103.7205234,ding jianlin,B,0.050081667,58,FALSE,
delisnacks,ChIJu2nZw9wP2jERaH0HgTDoH8U,3.8,4,,1.3497127,103.7185942,li li,A,0.4108,11,FALSE,
bangkok street mookata - jurong west,ChIJheDFid4P2jERJ0JQmCbE4i8,4.2,509,2,1.3490375,103.7241078,sf (jurong) pte. ltd.,A,0.62468,5,FALSE,
ding ji,ChIJlTc5l9wP2jERG8mY4m6A1CI,1.6,40,1,1.350421,103.7186668,ding jianlin,B,0.050081667,58,FALSE,
ding ji,ChIJ63Tcr94P2jER4tgGo-nE8TA,3.3,13,1,1.3500116,103.7237612,ding jianlin,B,0.050081667,58,FALSE,
domino's pizza jurong,ChIJW-PA0d4P2jER1JLoxFNW7sw,3,355,2,1.3504906,103.7255904,lam's (singapore) culinary enterprise pte. ltd.,A,-0.12548,5,FALSE,
joo siah bak koot teh,ChIJlS_61hgQ2jERtagY8-o8qb8,4.1,629,2,1.3445713,103.7315622,old street bak kut teh (fn) pte. ltd.,A,0.7547,5,TRUE,Bib Gourmand
tang tea house (jurong west),ChIJq-NLANkP2jER4zGZCfpgZrI,4.1,860,2,1.3528326,103.7262105,the coffee bean & tea leaf (singapore) pte ltd,A,0.13768,5,FALSE,
ding ji,ChIJmVCnyRgQ2jERKJg0KlCdW00,3.7,44,1,1.3446067,103.7353417,ding jianlin,B,0.050081667,58,FALSE,
505 jurong west market & food centre,ChIJo6zVvtwP2jERyf2Nuhm97cM,4.1,4621,1,1.3498107,103.7185004,taster food pte. ltd.,A,0.63548,5,FALSE,
neo garden restaurant,ChIJ-eIsGtoP2jER5yDlEzrLACE,3,1,,1.3542421,103.7225882,texas chicken restaurant pte. ltd.,A,-0.883,1,FALSE,
vegetarian villas,ChIJP2G_Md4P2jERi9mnjcHzNs8,4.3,601,1,1.3471132,103.724546,nature vegetarian (suntec) pte. ltd.,A,0.75652,5,FALSE,
mcdonald's,ChIJWx082NwP2jERcl0GQx1_9fw,3.8,490,1,1.3483513,103.7183757,seafood paradise (s) pte. ltd.,A,0.29621625,80,FALSE,
wellsmoocht,ChIJsRChIDsX2jERCTDfDGh_UIs,4.5,442,2,1.347974,103.7304273,,Unknown,0.91748,5,FALSE,
mcdonald's,ChIJpQm_0t4P2jER6iehdBcDAbc,3.8,1194,1,1.3505689,103.7253759,seafood paradise (s) pte. ltd.,A,0.29621625,80,FALSE,
dim sum express 筷餐点心,ChIJpyLqNeQP2jER5gmL3D-pFUs,4,312,1,1.3400859,103.720165,simply wrapps express pte. ltd.,A,0.73292,5,FALSE,
kimly mixed rice 金味飯莊 (kang ching rd),ChIJV_XfZGAP2jER6YgQpNZYaBA,,,,1.3401004,103.7201717,thunder tea rice pte ltd,B,0,,FALSE,
canadian 2 for 1 pizza,ChIJ4YXYWTwQ2jER722CYans_Ds,3.8,49,,1.3477508,103.7427709,domino's pizza singapore pte. ltd.,A,0.393602857,35,FALSE,
pizza hut,ChIJL_RgEj0Q2jERVxF_UpI87gM,4.7,444,2,1.3472262,103.7428062,pizza hut singapore pte ltd,A,0.586732,125,FALSE,
halal caterers singapore,ChIJD9HsjzsQ2jERSt3bNrSLT44,5,1,,1.3510804,103.7441591,cold storage singapore (1983) pte ltd,A,0.6249,1,FALSE,
subway,ChIJxzbY1z4Q2jERLSvHNG0JUfE,3.7,349,2,1.3497733,103.7494879,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
padi emas coffee house,ChIJRXr6ZhoQ2jERSDl0jCyxe90,4.1,928,2,1.3392237,103.7392893,starbucks coffee singapore pte. ltd.,A,0.63028,5,FALSE,
thg f&b,ChIJvRyJuj0Q2jERrk99G-qoJ6U,5,4,,1.3474333,103.7440501,jia jia le cuisine f & b pte. ltd.,A,0.431375,3,FALSE,
siam square mookata - best mookata restaurant in singapore,ChIJufaZrz0Q2jERjiCKiNsRsh4,3.9,241,2,1.348023,103.743534,cold storage singapore (1983) pte ltd,A,-0.12604,10,FALSE,
vie bistro,ChIJ12pNqj0Q2jERrGeJi-ooPOc,3.9,90,,1.3480297,103.7435371,26@marina bar & bistro pte ltd,B,0.6167,5,FALSE,
delisnacks,ChIJid_qqj0Q2jERcRt8Qduc1lc,5,1,,1.3481252,103.7436316,li li,A,0.4108,11,FALSE,
shell,ChIJK50NbyMQ2jERHgJyzjDRgM4,3.8,107,2,1.350368,103.738422,,Unknown,0.194250769,65,FALSE,
srisun express bukit batok,ChIJlXPEBzwQ2jERHjHyeMZI3D0,3.7,902,2,1.3504691,103.7456429,kim san leng food centre (bukit timah) llp,Unknown,0.46192,5,FALSE,
burger king west mall,ChIJxzbY1z4Q2jERX1sBCJm1lh8,4.4,367,1,1.3500111,103.7492852,seah king ming,A,0.92594,5,FALSE,
lee quan (hai zhong bao) pte. ltd.,ChIJucjD4T8Q2jERxCJvC8jI_vk,,,,1.3458865,103.7508988,lee quan (hai zhong bao) pte. ltd.,Unknown,0,,FALSE,
