restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade,avg_sentiment,total_reviews,is_michelin,michelin_award
nan yang dao 南洋岛 @ lentor modern,ChIJbTCwXgAX2jERlpjtGwndoWE,3.8,68,,1.3852353,103.8350087,tung yang wee arthur,A,0.77572,5,FALSE,
gaga roasted delights 嘎嘎烧腊 @ yishun507,ChIJqY34PwAV2jERwBgqdziQqlU,,,,1.4155504,103.8396956,formosa delights pte ltd,A,0,,FALSE,
kimly mixed rice 金味飯莊 (yishun ave 4),ChIJvZ3W2QAV2jEREs4-S1MHTh0,3.5,2,,1.4155504,103.8396956,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,0,1,FALSE,
jin kimchi express (yishun) non halal,ChIJHUV-EgAV2jERcDln-onHJ9A,3.2,42,,1.4155504,103.8396956,jin fine dining pte. ltd.,A,0.68226,5,FALSE,
tenderbest,ChIJDw8qJzQV2jERp76qH2DW89I,1.8,44,,1.4155504,103.8396956,,Unknown,-0.005613333,15,FALSE,
subway,ChIJL23jVwAV2jERnyB8P3MOhKU,3.4,5,,1.4148563,103.8351207,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
seabay delight,ChIJQWZERwAV2jERWmgYh-5oOK0,1.5,12,,1.4156969,103.8397887,seabay delights pte ltd,A,0.32541,10,FALSE,
cutlery optional,ChIJBcIXLAAX2jERFN0yRoQxcBo,,,,1.3844265,103.8424987,,Unknown,0,,FALSE,
instachef at thye hwa kwan hospital ang mo kio,ChIJqQwqkZ8X2jERmwU8y8l6H-k,,,,1.3842215,103.8395692,thye hong eateries pte. ltd.,A,0,,FALSE,
thai food basil,ChIJlZd962sX2jERoKJYZDmFog0,4.6,12,,1.3845704,103.845113,ho heng food & enterprise pte. ltd.,A,0.78994,5,FALSE,
combined stall with ok chicken,ChIJ9aXPHJAV2jERhJXNNwVYwgs,4.4,199,,1.4159999,103.8441793,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,0.7142,5,FALSE,
al majlis yishun,ChIJs65FsJ8V2jER6CSJqGxEN50,3.7,160,,1.4162579,103.8438842,al zouq foods & caterer pte ltd,B,0.2404,5,FALSE,
ok chicken rice & humfull laksa (yishun),ChIJyShzYDEV2jERLwdx-iLYb1k,4.5,456,,1.4162877,103.8439258,thunder tea rice pte ltd,B,0.51896,5,FALSE,
spizza jalan kayu,ChIJB8GqpX4W2jERrfqtMl1Xmr8,4.3,593,2,1.3970913,103.8729424,alan,B,0.863,5,FALSE,
wheeler's estate,ChIJJemS1tIV2jERDIQYdg9cohs,4.1,3971,3,1.4093057,103.8680587,wheeler's estate pte. ltd.,A,0.9656,5,FALSE,
tang tea house (jalan kayu),ChIJH5D8tn4W2jERDXBjrGme72g,4.3,3099,2,1.3977763,103.8733888,alan,B,0.57942,5,FALSE,
jerry's barbecue & grill,ChIJEScmu34W2jERk-UcQmtiV2s,4.3,1006,2,1.3973132,103.8729858,lam's (singapore) culinary enterprise pte. ltd.,A,0.78804,5,FALSE,
hiang soon (otar) food catering,ChIJy6jwpn4W2jERIvOEkGvYgms,4,106,,1.396965,103.872972,ang soon,A,0.3912,5,FALSE,
thohirah restaurant,ChIJddKNzn4W2jERVGrDRcd5OxY,3.4,4369,2,1.3982126,103.8732428,thohirah restaurant pte. ltd.,B,0.37444,5,FALSE,
aviators loft @ aatc,ChIJf3SqS4EV2jERwQespz5Wd5g,4.8,45,,1.4035136,103.8575273,,Unknown,0.92282,5,FALSE,
seletar tavern,ChIJM8Abr9QV2jERtOteEK-yQDQ,3.2,9,,1.4076963,103.8569442,lkh tavern (pte.) ltd.,A,0.39356,5,FALSE,
jo japanese restaurant,ChIJN550KU4V2jERoFZ6JduAo4w,4.7,133,,1.4096081,103.8581298,ikoi japanese restaurant pte ltd,A,0.8702,5,FALSE,
ju shin jung seletar cc,ChIJw_MQ1NQV2jERPz458YBCKk8,4.9,545,,1.4096539,103.858132,shin jong ran,A,0.98606,5,FALSE,
seletar terrace at seletar country club,ChIJp1ZE7zwV2jERZ2Nw67Z3tgg,2.4,10,,1.4097287,103.8580333,seletar country club,A,0.36582,5,FALSE,
martina's kitchen @ seletar aerospace park,ChIJNazRwGEV2jER-Bi_0AcFO6I,4.7,790,,1.4078146,103.8668166,s&n international pte. ltd.,A,0.84864,5,FALSE,
brewerkz seletar aerospace park,ChIJ-3WvKNkV2jERFg0oxL6uLEw,4.7,436,,1.4075672,103.8671255,park mi ra,B,0.97948,5,FALSE,
youngs restaurant & bar,ChIJl0gztCwU2jEREJMD-bby0iI,4.2,2601,2,1.4070942,103.8675995,misaki japanese restaurant pte. ltd.,A,0.6273,5,FALSE,
chingu @ the oval,ChIJ2wSZ2QkV2jER0dNr1RyW56I,4.5,1186,,1.4081511,103.8665335,the exchange asia square pte ltd,A,0.9531,5,FALSE,
the embun sg | live seafood • ikan bakar • fresh seafood (halal),ChIJ5WSb7JkZ2jERsLW1sz71STM,4.7,1997,2,1.4074461,103.8679877,seafood paradise (s) pte. ltd.,A,0.94382,5,FALSE,
connaught place,ChIJGznJxM0V2jERxVoNGhmVwNM,,,,1.408888,103.866743,old tea hut (raffles place) pte. ltd.,A,0,,FALSE,
1036 螃蟹王,ChIJ__efcQAV2jERCKPEBAz1JX4,4,4,,1.4080063,103.8678048,1036 seafood holdings pte ltd,Unknown,0.552025,4,FALSE,
1036 fusion pte ltd,ChIJEWdzyHEV2jERFOURfud0d_s,4.7,68,,1.4085075,103.8673025,seafood paradise (s) pte. ltd.,A,0.74756,5,FALSE,
the summerhouse,ChIJ-7osLNMV2jERw6EQa8xZlkM,4.3,1666,3,1.4079871,103.8683134,the exchange asia square pte ltd,A,0.88462,5,FALSE,
botanico at the summerhouse,ChIJPYQkQrcb2jER2H0KrdqxUTs,4.5,1314,,1.408043,103.8683218,gardens by the bay,A,0.96348,5,FALSE,
nomads,ChIJtRsULDwV2jERMFcm4k5AUJ4,4.6,1141,,1.4086902,103.8676921,,Unknown,0.95646,5,FALSE,
cinder steakhouse at wheeler's estate,ChIJgY7q1pUV2jER-r4FSd0vVqs,4.6,401,,1.4094042,103.8679082,tatsu sushi (s) pte ltd,A,0.98678,5,FALSE,
laddas house (private home dining - bookings only),ChIJ38B4NQAX2jERn9Ps4NI1FAw,5,31,,1.3929109,103.8701957,ycp dining singapore pte. ltd.,A,0.95776,5,FALSE,
instachef at grande vista (restricted access),ChIJc4BFPbcX2jERFFIobp0m9eE,,,,1.3886492,103.8531931,subs at vcity pte. ltd.,A,0,,FALSE,
banh mi singapore,ChIJ6c8bIasX2jERzQRgnIbcheY,,,,1.3886492,103.8531931,cold storage singapore (1983) pte ltd,A,0,,FALSE,
lao hero kitchen,ChIJPwB8UiUX2jERcL45qMK4-xI,4.2,245,2,1.3971375,103.8729502,kitchen language pte. ltd.,A,0.69222,5,FALSE,
food & beverage international holdings pte ltd,ChIJq6q6pX4W2jERX9Ce9JJSorg,1,1,,1.3970913,103.8729424,canton paradise pte. ltd.,A,0,0,FALSE,
友间厨坊 a kitchen (jalan kayu),ChIJWaSTSwAX2jERWlihaMfnlPY,3.7,70,,1.3972209,103.8729816,alan,B,0.43842,5,FALSE,
xi guo 喜锅 火锅&烤肉 bbq & hotpot,ChIJLSCwVB8X2jERd0Ze7awNfMk,4.4,88,,1.3968199,103.8729364,guo fu  pte ltd,A,0.82212,5,FALSE,
shu vegetarian,ChIJr3YApn4W2jERpOoDzsTM4HM,4.2,633,2,1.3968574,103.8729536,yi ping shu vegetarian pte. ltd.,B,0.9327,5,FALSE,
new taste 新食代 @ jalan kayu,ChIJ9dCiNt8X2jER5OWfcH_svP8,4.4,528,,1.396385,103.8729179,alan,B,0.6251,5,FALSE,
panda kitchen,ChIJfVu4T3wX2jERue7VlOSZI9A,,,,1.3960767,103.8728284,kitchen language pte. ltd.,A,0,,FALSE,
daya izakaya japanese,ChIJpZjQAAQX2jERpBAPeovphN4,4.2,389,2,1.3980449,103.8732893,misaki japanese restaurant pte. ltd.,A,0.16234,5,FALSE,
cafeela roti prata & seafood restaurant,ChIJea1VyX4W2jERKyC0xRbIH_0,3.3,199,,1.3980448,103.8732893,cafeela seafood restaurant llp,A,0.61496,5,FALSE,
rojak stall,ChIJ48gRtn4W2jER0jP-8Iml6Qw,4.5,2,,1.3977821,103.8732628,rojak empire pte. ltd.,B,0,0,FALSE,
blanco prawn noodle house,ChIJE40LGnwW2jERvwpbVFW2MAo,4,824,,1.3960874,103.8728846,blanco prawn noodle house pte ltd,A,0.39816,5,FALSE,
4fingers crispy chicken,ChIJee5FCAMX2jERKocEV8MUz3k,3.8,175,,1.3959389,103.8728541,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A,0.284795,20,FALSE,
tsquared eats meal prep,ChIJA6ZFF9MZ2jERJiYgiVcmvfE,4.7,97,,1.3960271,103.8728947,epic eats llp,A,0.90776,5,FALSE,
tenderbest makcik tuckshop @ jalan kayu,ChIJu-jFlyMX2jER_jqClJuQQT8,3.8,291,2,1.3978581,103.8733814,practice tuckshop pte. ltd.,Unknown,0.74264,5,FALSE,
yisilan mala hot pot,ChIJycbcUwAX2jERZvW4aWa9fK4,4.6,16,,1.3978229,103.8733834,hot & spicy nasi lemak pte. ltd.,B,0.9212,5,FALSE,
habib's express,ChIJI-x_5AIX2jERIdt5STHpxzU,1.9,47,,1.3913936,103.8709559,seafood paradise (s) pte. ltd.,A,0.22582,14,FALSE,
l&m seafood sengkang,ChIJv5ozQQgX2jERGYnJ6WlR8iI,2.4,75,,1.3913936,103.870956,marina live seafood & steamboat pte ltd,B,0.02494,5,FALSE,
fatty bom bom,ChIJLcv_q2UX2jERg6oJfV980hM,2.7,159,,1.3913959,103.8709624,fatty weng restaurant pte ltd,B,0.45826,5,FALSE,
citarasa nasi padang,ChIJPwgiTwAX2jERte8ektlZGPs,2.7,10,,1.3913908,103.8709953,kampong ria nasi padang pte ltd,B,-0.23922,5,FALSE,
jia jia vegetarian (sengkang west) 佳佳素食 (盛港西),ChIJfQwnHz0X2jERDlWPJ4Qj37M,3.6,17,,1.3913879,103.8710335,jia wei healthy food pte. ltd.,A,0.1151,5,FALSE,
hua zai hong kong style roasted delight,ChIJv3lqgIkX2jERajl9GtSPInM,1.7,52,,1.3913577,103.8710127,eskimo delight pte. ltd.,A,0.15842,5,FALSE,
槟岛茶室 - penang heritage,ChIJhQtIviAX2jERhp14TF8fFlM,3.9,343,2,1.391548,103.8712234,heritage confectionaries private limited,Unknown,0.84464,5,FALSE,
ding ji,ChIJteC5wNoX2jERNAZomnF4WBc,1.8,57,,1.3913728,103.8711083,ding jianlin,B,0.050081667,58,FALSE,
subway,ChIJJ4D-iA0W2jER-5s-21RZTo4,4,550,2,1.3920641,103.8953455,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
pastamania,ChIJJYYBC3QW2jEReWNu-avLtYM,4.8,2897,2,1.3969528,103.8872823,,Unknown,0.96576,10,FALSE,
kfc (compass one),ChIJJ4D-iA0W2jERaP9rlTiJ-Zo,4.4,2476,2,1.3920653,103.8953892,compass group (singapore) pte. ltd.,A,0.08196,5,FALSE,
paradise hotpot (compass one),ChIJXQO8jg0W2jERP7k-JxdFdBg,4.5,1961,2,1.3924366,103.8948898,royal one pte. ltd.,A,0.33648,5,FALSE,
yoshinoya - compass one,ChIJJ4D-iA0W2jER2of4_LMoMYo,3.2,161,2,1.3918049,103.8947126,one & presence holdings sg pte. ltd.,A,0.04054,5,FALSE,
starbucks - compass one,ChIJlT19iQ0W2jERMaXXPu9TPR8,3.9,574,2,1.3923969,103.8949151,starbucks coffee singapore pte. ltd.,A,0.7294,5,FALSE,
lenu chef’s wai noodle bar 樂牛私房面家 at compass one,ChIJS0DshQ0W2jERYQU_6-jDZ5U,4.5,731,2,1.3923474,103.8949211,seafood paradise (s) pte. ltd.,A,0.95728,5,FALSE,
pezzo @ compass one,ChIJ5VQUjw0W2jERcI33rTcYZ94,3.4,77,,1.3922567,103.8948939,compass group (singapore) pte. ltd.,A,0.09028,5,FALSE,
ya kun kaya toast (compass one),ChIJNSXmhw0W2jERsh5MH5ulzbM,3.6,516,1,1.3918839,103.8948472,royal one pte. ltd.,A,0.67516,5,FALSE,
eastern rice dumpling,ChIJgbuahQ0W2jERZj5zfxTBHLY,2.5,11,,1.3922158,103.8950459,eastern rice dumpling pte. ltd.,A,0.23346,15,FALSE,
carona fast food pte. ltd.,ChIJXQO8jg0W2jERhcVttPEMq0Q,,,,1.3922141,103.8951203,carona fast food,A,0,,FALSE,
penang culture | all-day buffet | halal certified | compassone,ChIJlT19iQ0W2jERlRjDm-Fx-kc,4.5,1751,2,1.3922054,103.8954074,high society culture pte. ltd.,A,0.96482,5,FALSE,
encik tan,ChIJD4fddRIW2jERHiZ7rqsJVo0,3.7,679,1,1.3917881,103.8952132,tan coon tio tony,A,0.231462162,36,FALSE,
canton paradise 樂天小香港 at compass one,ChIJvaWihQ0W2jERX_gryBqQ6sE,4.2,1134,2,1.3921016,103.8953804,canton paradise pte. ltd.,A,0.94232,5,FALSE,
mr bean,ChIJxUYDdBIW2jERvjTD4fa4nwU,3.5,216,1,1.3916115,103.895204,mr bean international pte. ltd.,A,0.54384,5,FALSE,
shell,ChIJlxrPphIW2jER4CSB-wpy06w,4.1,200,2,1.391442,103.892757,,Unknown,0.194250769,65,FALSE,
家家好 traditional roasted,ChIJgxf5mqkX2jERcLc76AJJFrk,,,,1.397891,103.8815589,guan chee hong kong roasted duck pte. ltd.,A,0,,FALSE,
mentai-ya japanese cuisine @ sengkang,ChIJO-SBLm4X2jERIxE_3XNOw6o,3.9,97,,1.3977563,103.8817315,ya kun cafe pte. ltd.,A,0.96816,5,FALSE,
gahe traditional korean cuisine,ChIJ-Rt5R04X2jERtYj0o2cVKfU,4.5,322,,1.397709,103.8817858,zap cuisine pte. ltd.,A,0.93616,5,FALSE,
song huat fishball noodle,ChIJFS-PDwgX2jERWjyNcvFxAnY,4.3,18,,1.3977636,103.8818643,tan song chee,Unknown,0.5486,5,FALSE,
lala story claypot,ChIJCVKWpmoX2jERzyd51JbtlmI,4.7,186,,1.3977117,103.8818401,geylang claypot private limited,Unknown,0.91042,5,FALSE,
jin sheng mixed veg rice • porridge,ChIJE8XwYAAX2jERxwii9cUNxik,,,,1.3981504,103.8766551,lee wei sheng,B,0,,FALSE,
qun fang noodle house,ChIJF-LOjJIX2jEReIFttJdmY0E,4.5,24,,1.3960474,103.878607,yu kee duck and noodle house pte. ltd.,A,0.62274,5,FALSE,
"fernvale village, the badminton village",ChIJ7xbIGwAX2jER3JC6b516TWw,4.2,60,,1.3960474,103.878607,the flying bread pte ltd,B,0.95654,5,FALSE,
de'salad,ChIJMySF3QcX2jER3gzYl7pEVtM,4.9,59,,1.3960473,103.878607,pimp my salad pte. ltd.,A,0.62188,5,FALSE,
komala’s restaurants @ sengkang,ChIJxdBWLwAX2jERPoq_AZGZUi4,3.3,11,,1.3960473,103.878607,s connexion pte ltd,A,0.00468,5,FALSE,
guo chang mala xiang guo,ChIJnbYlSgAX2jERuHuyhauylt0,,,,1.3981072,103.8761078,chang cheng food & beverage pte. ltd.,A,0.46948,5,FALSE,
jkc japanese & korean cuisine,ChIJcWHIXwAX2jER0AUVyDfgF5k,3,1,,1.3981642,103.8760768,imperial treasure cantonese cuisine pte. ltd.,A,0.552,1,FALSE,
combo nasi lemak,ChIJV5USVgAX2jERWPiCYwfBwyk,3,2,,1.3981438,103.8760844,kampong ria nasi padang pte ltd,B,0.8398,2,FALSE,
yuan ji chicken rice,ChIJuQkyOwAX2jERz34tHumxAsg,4.7,3,,1.3980039,103.8761236,texas chicken restaurant pte. ltd.,A,0.23965,8,FALSE,
jws grille factory,ChIJw8hMfAAX2jER3rTNghLTrqY,3.2,6,,1.3980399,103.8760955,french food factory pte ltd,A,0.17244,5,FALSE,
tenderbest makcik tuckshop @ sengkang riverside park (no reservations only walk-ins),ChIJDUaCpCgX2jEResQ5FtpUra8,4.1,344,2,1.3982693,103.8842681,only food @ sg pte. ltd.,A,0.73248,5,FALSE,
délifrance sengkang west way,ChIJk8Eq-G0X2jERuKff20DaASU,4.5,2,2,1.3953394,103.8801973,chua siang way,B,0.4797,1,FALSE,
26 home dining,ChIJM4Cog6cX2jER1g4af66ZOgw,5,6,,1.3975841,103.875987,ycp dining singapore pte. ltd.,A,0.90804,5,FALSE,
homemade jia chang cai,ChIJ108Ln3kX2jERCd4zEy9Bebw,,,,1.3958226,103.8776472,chang cheng food & beverage pte. ltd.,A,0,,FALSE,
shake salad,ChIJecXaRMAX2jERcrRWdQIU0fU,1.6,5,,1.3951596,103.8810797,pimp my salad pte. ltd.,A,0.0267,3,FALSE,
king of fried rice,ChIJVyZsKQAX2jERi_DuOywNpb8,4.7,189,,1.394934,103.8775152,burger king singapore pte. ltd.,A,0.30316,10,FALSE,
ali's fry and grill,ChIJDeNUTwAX2jER4QMBwg0RHyY,3.5,2,,1.3948466,103.8774952,seafood paradise (s) pte. ltd.,A,0.2436,1,FALSE,
xing le xing hainanese chicken rice,ChIJx8vcOwAX2jERl9JlU5pf5xs,5,3,,1.3948466,103.8774952,le sen pte. ltd.,A,0.3902,2,FALSE,
maruhachi donburi & curry,ChIJYTA_9CwX2jERrp2ynSbCavs,4.4,114,,1.3948466,103.8774952,lau di fang scissors-cut curry rice pte. ltd.,A,0.88656,5,FALSE,
cold flings,ChIJy7NVFfUX2jER-95sFqQL9MM,4.3,397,,1.396454,103.8754109,cold storage singapore (1983) pte ltd,A,0.968,5,FALSE,
the ledang urban retreat: relax. restore. revel,ChIJdZqvdLxz2jERWdTNmFImqNk,4.3,47,,1.422411,103.613862,the flying bread pte ltd,B,0.6895,5,FALSE,
subway,ChIJhaiCWpQL2jERaD5bcCxRMHg,3.6,192,2,1.4245836,103.6167759,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
lwl seafood restaurant (龙记海鲜煮炒),ChIJ57arLQAL2jERH7ALMuiiqWg,4.6,18,,1.4198077,103.5940938,imperial treasure fine dining restaurant pte. ltd.,A,0.70474,5,FALSE,
restoran tomyam fatihah zahra,ChIJkdMofAAL2jERm2ztGI_Mn7A,4.3,23,,1.4197327,103.5940073,,Unknown,0.63524,5,FALSE,
dulang kampung,ChIJd-wgCGUL2jERRrc-B0hqGi0,4.1,24,,1.4195016,103.5938467,aroma kampung pte ltd,B,0.58978,5,FALSE,
official street burger,ChIJPbgYKAAL2jER0lIF0ybDONc,,,,1.4199381,103.5936525,hong kong street old chun kee pte. ltd.,B,0,,FALSE,
masarap jb aspira square,ChIJkVKjyUdz2jER0mT76JZaQ_0,4.1,235,,1.4199163,103.5936201,epicurean concepts marina square pte. ltd.,A,0.86436,5,FALSE,
nasi lemak mama nira johor bahru,ChIJgyaRNrQL2jERuPAyCNNgMlY,4.7,10,,1.4200393,103.5933709,mama mart pte ltd,Unknown,0.71578,5,FALSE,
ayam potong aspira,ChIJ6WbTn6oL2jERxCOlTHWh7PE,,,,1.4201357,103.5933643,ngt confectionary (potong pasir) pte. ltd.,B,0,,FALSE,
san makanan laut tomyum su restoran,ChIJpQAFWwAL2jERp0GpNR_4OpA,2,44,,1.419575,103.5931589,curry san pte. ltd.,A,0.0153,5,FALSE,
satay bp,ChIJhX6v5t8L2jERolI_6kPl1-M,4.8,6,,1.4197769,103.5930129,satay by the bay pte. ltd.,Unknown,0.3067,5,FALSE,
nz fam barbeque & steamboat,ChIJcWIoawAL2jERnHys0trX3Zc,4.8,363,,1.4192309,103.5930076,chuan yang ji mutton soup steamboat pte. ltd.,B,0.8663,5,FALSE,
restoran di simpang selera rosanis,ChIJVf4Gl28L2jER4l1eHjWfdZo,4.6,23,,1.420289,103.5928343,di yi f&b pte. ltd.,B,0.83302,5,FALSE,
akrd restoran 24hours,ChIJaeUGH-kL2jERtSjRmF1NEbc,4.3,58,,1.4194726,103.5926618,,Unknown,0.63998,5,FALSE,
the jetty,ChIJB8Pwjy4L2jERKed2B3fNA-I,4.8,92,,1.4199296,103.5924743,the exchange asia square pte ltd,A,0.9138,5,FALSE,
yummy palace sdn bhd,ChIJPyahqlEL2jERk8u3OLOlcGY,,,,1.4306115,103.6112929,yan palace restaurant holdings pte ltd,B,0,,FALSE,
jardin cafe,ChIJZ_FpOgAL2jERhd4b2H12d8w,4.7,237,,1.422256,103.6165633,bru cafe pte. ltd.,A,0.98096,5,FALSE,
big tree restaurant,ChIJTYpvGaYL2jERxOtHcYzeJQk,,,,1.4368062,103.6020502,texas chicken restaurant pte. ltd.,A,0,,FALSE,
kedai makan hamzah,ChIJ1Q1xGaYL2jERe7S4CgIws_I,4.3,3,,1.436825,103.6020571,muhammad rohaizzatd bin hamzah,Unknown,0,1,FALSE,
gerai minuman gp,ChIJi4eUGaYL2jER6rjL7pT-MGM,,,,1.436832,103.602168,,Unknown,0,,FALSE,
crystal house restaurant,ChIJEQagGaYL2jERzhTq1Rc_cE4,5,1,,1.436851,103.60209,yu kee duck and noodle house pte. ltd.,A,0,0,FALSE,
pizza hut anjung nusajaya,ChIJ_76w9fgL2jERdxGJ75lyHi8,4.1,290,2,1.4247377,103.616446,tea hut pte. ltd.,A,0.63714,5,FALSE,
kafe selebriti,ChIJ1w9LJgAL2jERDLFz2krhmlU,4.4,67,,1.4247557,103.6165361,mary's kafe by mary gomes private limited,A,0.90276,5,FALSE,
satay renjis,ChIJV_-vim0L2jERKzCq4u_hdRk,3.8,4,,1.424624,103.6168308,satay by the bay pte. ltd.,Unknown,0.524775,4,FALSE,
burger king medini mall,ChIJh6We_ogL2jERm4FgSdtM4KM,3,198,2,1.427621,103.632314,seah king ming,A,-0.3438,5,FALSE,
the chicken rice shop,ChIJ-S5MBIwL2jERWpThFvnf4YE,3.5,281,2,1.427904,103.6325378,the exchange asia square pte ltd,A,0.14,5,FALSE,
kfc medini mall,ChIJTyocH4wL2jER9O0mo-J4-tk,3,447,2,1.4279045,103.6323418,subs at hougang mall pte. ltd.,A,-0.30338,5,FALSE,
subway,ChIJTYpKGokL2jERD4R4YtYUlTo,3.5,107,2,1.4280835,103.632459,subway harbourfront pte ltd,A,0.178081667,239,FALSE,
secret recipe,ChIJ-TG9qYkL2jERhjS3rb7KJVw,3.2,265,2,1.4282772,103.6331125,secret recipe international pte. ltd.,A,0.500106667,15,FALSE,
o'briens irish sandwich cafe @ gleneagles medini hospital,ChIJ0QOi74kL2jER38suRzQ2w6k,4.1,56,,1.4268041,103.6357656,the sandwich shop pte. ltd.,A,0.31326,5,FALSE,
dapur perancis,ChIJzZD41FsL2jERUNZmk7wrJTI,4.8,150,,1.4171733,103.6219198,,Unknown,0.85038,5,FALSE,
restoran al falah jb ( nasi kandar mamu ar),ChIJgaNtFFgL2jERC72-iHyi0j4,3.7,591,2,1.4173366,103.6225333,al brothers pte ltd,Unknown,0.572,5,FALSE,
kaya nanyang kopitiam,ChIJc23XjzkL2jERE9Q-7r7T0w4,4.8,524,,1.4167213,103.6218071,ya kun kaya toast coffeestall since 1944 pte. ltd.,B,0.84986,5,FALSE,
klasik kopitiam,ChIJuxdO2qcL2jERhhjD0Ws4l9k,4.5,164,,1.4164451,103.621342,kopitiam investment pte ltd,B,0.83672,5,FALSE,
tok mazz dessert,ChIJm1DjDU0L2jERqb05OJCThDo,5,1,,1.4165387,103.6216486,sheng kee dessert pte. ltd.,A,0,0,FALSE,
kueh bakor cafe by sugarbake,ChIJPYMwdQAL2jERlPfmeiyiL38,3.7,238,,1.4169212,103.6223973,bru cafe pte. ltd.,A,0.78704,5,FALSE,
ayam penyet banjir bandar medini(legoland ),ChIJ_XjW980L2jERLeJcSJyKG6M,4.2,109,,1.4168013,103.6223717,penyet king pte. ltd.,A,0.86686,5,FALSE,
nenda plates cafe,ChIJd1VLyfUT2jERREsEemdVhyM,4.3,216,2,1.4166671,103.622339,hanis cafe & bakery pte. ltd.,A,0.87656,5,FALSE,
richeese factory,ChIJZTrHTAAL2jERYR8xX2zDgYY,4.4,209,,1.4165183,103.6222962,french food factory pte ltd,A,0.87062,5,FALSE,
mexi-canz,ChIJY5_uprUL2jERKjv-AZ902pI,4.4,40,,1.4158657,103.6221964,,Unknown,0.9712,5,FALSE,
eat,ChIJEVnGVQAL2jERKmLyO5zgreo,4.5,4,,1.4206079,103.6256288,empire eats pte. limited,A,0.51965,4,FALSE,
川香百味楼,ChIJQXcMwOoL2jERcQzL-Hl5y14,2.7,12,,1.419064,103.6262304,,Unknown,-0.34858,5,FALSE,
joy & chill station,ChIJ4-MPdwAL2jERxJfs8LO3vkI,4.6,19,,1.4184652,103.6261531,joy garden restaurant pte. ltd.,A,0.7418,5,FALSE,
selera kasturi enterprise,ChIJ8Rq2AgAL2jER6JD-I0mSUQQ,,,,1.4182662,103.6262656,lam's (singapore) culinary enterprise pte. ltd.,A,0,,FALSE,
百越 bach viet vietnamese cuisine (medini),ChIJowrYJ_IL2jERl_Fy2vdM618,4.6,75,,1.4174273,103.6261009,shivshil cuisine pte. ltd.,A,0.68582,5,FALSE,
hansot lunchbox,ChIJx3aTk2kL2jERI3iZlOcQgOY,5,1,,1.4176339,103.62619,,Unknown,0.4927,1,FALSE,
restoran teh hao kee 豪记茶餐室,ChIJK9Me6kAL2jERdxYq_h5iv44,5,6,,1.4217836,103.6289254,wa kee pte. ltd.,Unknown,0.55428,5,FALSE,
erna cafe,ChIJDR5fObAL2jERUsrwznOxKBs,5,1,,1.421916,103.6289709,bru cafe pte. ltd.,A,0,0,FALSE,
"r dining's, ramada hotel meridin medini",ChIJ09Jkwp4L2jERpHnHEfkDEqY,3.9,11,,1.4214218,103.6295988,s&n international pte. ltd.,A,0.38892,4,FALSE,
delish restaurant,ChIJOxMFzs8L2jERGclRKFdqkQA,4,13,,1.4216022,103.6298403,texas chicken restaurant pte. ltd.,A,0.26334,5,FALSE,
mr. best chicken,ChIJv4cdDAIL2jER3dnAxykSJ4A,5,3,,1.4214101,103.6298704,texas chicken restaurant pte. ltd.,A,0.887666667,3,FALSE,
pizza mania,ChIJC8zJUKwL2jERsxoRxGbzwbg,2.9,45,,1.4267475,103.6273679,extra virgin pizza pte. ltd.,A,0.4699,5,FALSE,
twenty four,ChIJI2PmCG0L2jERiEKDhM_SE6k,,,,1.4139566,103.628199,four seasons durians pte ltd,B,0,,FALSE,
al arabi restaurant,ChIJe0D_1zML2jERxvqfdb7S8Ks,4.9,14,,1.4216309,103.6301322,texas chicken restaurant pte. ltd.,A,0.90788,5,FALSE,
kebab hut,ChIJodo3lyQL2jERCCwrTuegNbE,4.1,39,,1.4215244,103.6301792,old tea hut (marina bay) pte. ltd.,A,0.74444,5,FALSE,
king's grill,ChIJiSfm8QkL2jERfqwomG3n6io,3.6,10,,1.4257653,103.6286911,seafood paradise (s) pte. ltd.,A,0.60138,5,FALSE,
tasty king @medini 7,ChIJyQnrPgAL2jERcFA-Lvcceyk,3,2,,1.4135634,103.6283142,burger king singapore pte. ltd.,A,0.0849,2,FALSE,
burger junction,ChIJHW1wLsQL2jERjvLbJSySzCc,2.8,24,,1.4275162,103.6282974,burger king singapore pte. ltd.,A,-0.33228,5,FALSE,
asian deli,ChIJLaKnH6kL2jER7fjR2I287EI,3.8,10,,1.4263707,103.6301183,bibi asian delights pte. ltd.,A,0.84704,5,FALSE,
mcdonald's educity jb dt,ChIJN-Y6JP0L2jER2hINWKLNdqk,3.8,2312,2,1.4317647,103.6168667,lam's (singapore) culinary enterprise pte. ltd.,A,0.2518,5,FALSE,
assalam the kedai mamak,ChIJO6fwJuML2jER4R54DLQ6w6U,4,547,2,1.4320742,103.6171211,the coffee bean & tea leaf (singapore) pte ltd,A,0.64332,5,FALSE,
