restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade
qi ren vegetarian,ChIJyXLAg54F2jERe_oV7CwguKE,4.2,215.0,,1.3062887,103.6574539,nature vegetarian (suntec) pte. ltd.,A
富盛怡 保烧临 面家 (roasted delight),ChIJR3HO98AF2jERdGeukCPuFyQ,4.0,1.0,,1.3064576,103.6574018,guan chee hong kong roasted duck pte. ltd.,A
allied vending hot food machine (ge repair),ChIJFf21klMF2jERXDeEXedbAaQ,5.0,2.0,,1.3067286,103.6648909,mexican food corp pte. ltd.,A
sedap malam indonesia,ChIJDa1K7BcF2jERDvJmYR0xKA8,,,,1.3143911,103.6535154,,
delifrance singapore - pioneer cheers express corner,ChIJqUPAHHQF2jERNz9XULd7I1g,3.3,3.0,2.0,1.313157,103.6875699,ycp dining singapore pte. ltd.,A
victoria hainanese chicken rice,ChIJmXtdXgAF2jERHrlE9GTnmGY,3.7,3.0,,1.3033044,103.6848896,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A
178 mixed rice veg and porridge 杂菜饭粥,ChIJd4Pilu8F2jERGcAmPHaisOQ,4.0,1.0,,1.3033026,103.6849157,thunder tea rice pte ltd,B
ramlah kamal nasi padang,ChIJPYZjxGUF2jERCDOd2Rk7VIg,4.3,63.0,,1.3131673,103.6791819,yanti nasi padang restaurant pte ltd,B
kimly mixed rice 金味飯莊 (2 benoi place),ChIJwWyxcx8F2jERJG0Z5bpsmJw,,,,1.3131962,103.6791986,thunder tea rice pte ltd,B
al sheika banana leaf restaurant pte ltd.,ChIJjzcVSgoZ2jER6kPcJSDDXS0,3.8,190.0,,1.3132029,103.679241,al sheika banana leaf restaurant pte. ltd.,B
shipyard cafe (canteen),ChIJgWdGnOEF2jER_ggcNlsl9Vo,4.4,7.0,,1.3083461,103.6967441,lucky cafe & restaurant private limited,B
pearl's court,ChIJGynR720F2jERSrPweA-IZ1A,3.9,135.0,1.0,1.312625,103.6949157,seafood paradise (s) pte. ltd.,A
bk's curry leaf,ChIJAcuIPG4F2jERMM3yo3N0ngY,,,,1.314752,103.69505,seafood paradise (s) pte. ltd.,A
vvip - vinnvel indian palace,ChIJiefuGwAF2jERxO6xHiChytg,5.0,1.0,,1.3156475,103.6973133,crystal jade golden palace restaurant pte ltd,A
933 roast duck,ChIJs1UZGjYF2jER6UBzQXRa8ic,,,,1.308133,103.722354,yu kee duck and noodle house pte. ltd.,A
取鱼3-21,ChIJxzg0cAAF2jER4KHKuFQ3KxU,,,,1.3085799,103.7222534,restaurant 21-bts pte. ltd.,A
l & l food supply,ChIJZ_ao5EkF2jERiMsOO-Q14sc,,,,1.3087948,103.7223626,gt food supply pte. ltd.,A
la toscana pte ltd,ChIJHZwtBBgF2jERwBX0c8CSqc0,3.0,1.0,,1.3089324,103.7222195,seafood paradise (s) pte. ltd.,A
dayu seafood,ChIJ58lj_qIF2jERL88SHzcQJEQ,1.0,1.0,,1.3087351,103.7231301,seafood paradise (s) pte. ltd.,A
那货,ChIJ5Zwmp0kF2jERJiCUHozY9mM,5.0,1.0,,1.3107289,103.7212836,,
中河小镇 penjuru,ChIJx5nbr7kP2jERXb9izYnS1Jc,4.1,208.0,2.0,1.3056983,103.7315587,,
zhonghexiaozhen 中河小镇 – northeastern chinese cuisine & bbq-2nd floor,ChIJFd7cGgAb2jERut5QCbLhVQE,,,,1.3057161,103.731561,imperial treasure cantonese cuisine pte. ltd.,A
pitstop smart energy,ChIJhaa3HQAF2jERTcR9C8ksUno,3.4,12.0,,1.3147341,103.7148403,smart & innovative solutions pte ltd,A
jalan 33 cafe,ChIJH3j8Y2IF2jERxSFLHCQfMZ0,4.0,8.0,,1.314745,103.714772,alan,B
tan ai kok,ChIJl_LLX04F2jERsFgnYoIMTMY,4.4,5.0,,1.3157141,103.7202737,tan wai kok,A
sats food pte. ltd.,ChIJVZzVXkwF2jERjAz5Q9HlmKM,,,,1.3146118,103.725836,atas food pte. ltd.,A
pastamania - hq office,ChIJ____1k0F2jERD27mKIx58aE,5.0,3.0,2.0,1.3159533,103.7233055,,
delifrance singapore - jalan buroh cheers express corner,ChIJw1UWHpUa2jERNeeuYE-pq28,,,2.0,1.30971,103.754927,cold storage singapore (1983) pte ltd,A
skyfall dock & dine pte. ltd.,ChIJAQBQVGAU2jER77WY5KEvfFE,,,,1.3105386,103.7510013,breadtalk pte ltd,A
ng tiang chye,ChIJM477Qb4a2jER7-8jdGBbThQ,,,,1.312002,103.7502277,tiang ng chue,A
evangelitsa pte ltd,ChIJY3ES1r8a2jERHECWGH4UMwY,,,,1.310338,103.752013,seafood paradise (s) pte. ltd.,A
great kitchens pte ltd,ChIJY3ES1r8a2jERtirTTAdayG8,,,,1.310338,103.752013,cold storage singapore (1983) pte ltd,A
28 place,ChIJiUI3QAAb2jERpu2mnTEq4Z0,,,,1.3145779,103.733623,old tea hut (raffles place) pte. ltd.,A
ambur briyani,ChIJu41DoBYb2jERIASOAAK8NYQ,3.9,32.0,,1.3154177,103.7349244,aayisha briyani house pte ltd,B
pml trading pte ltd,ChIJQZdZNMAb2jERsigGlf8EhLg,,,,1.3112887,103.7518473,w&w trading pte. ltd.,
kim chac's vietnamese food,ChIJo4A8CgAb2jERssA9l_GDyN0,5.0,3.0,,1.3113898,103.7523971,lam's (singapore) culinary enterprise pte. ltd.,A
asam garam street 29,ChIJm-p9e4YV2jERtW0ysZPvnHE,4.8,10.0,,1.3113999,103.7524518,hill street coffee shop pte. ltd.,A
聚香园,ChIJX-ADNgAb2jER8tJm-ESODG4,4.0,1.0,,1.311396,103.752457,,
sojibjoy,ChIJM0A_mg4b2jER-eFhyFZL28o,1.0,1.0,,1.3163491,103.7349567,,
instachef at pandan loop,ChIJsZPJL48b2jERMy20ia2HDPE,,,,1.3130129,103.7519707,sukini bte abdullah  @ sukinl binte sa'at,A
abdhus salam rojak,ChIJjzwdyZMa2jERuteHUGljudU,3.8,121.0,,1.3118376,103.7597524,fatimah beevi d/o a abdul salam,B
sushi tei,ChIJdxS7gPEa2jERbMRKD_fcPG0,4.3,598.0,2.0,1.3037119,103.766029,sushi-tei pte ltd,A
subway cm,ChIJAQAAUI4a2jER9xOY3ZJyrcw,4.0,263.0,2.0,1.314918,103.7643089,subway harbourfront pte ltd,A
xin xin famous fried oyster,ChIJyUrFie0a2jERNvrBkLVyPpE,4.2,51.0,,1.3036868,103.7643164,the famous amos chocolate chip cookie singapore pte ltd,A
toast box (west coast plaza),ChIJ36SNifEa2jERXLCx9_6uoNA,3.6,325.0,1.0,1.3034793,103.7655198,republic plaza city club (singapore) pte ltd,A
island penang kitchen,ChIJEYbG7_Ea2jERzPiMfCb8yVY,4.3,1508.0,2.0,1.3025584,103.764474,island penang kitchen pte ltd,B
fish mart sakuraya,ChIJQccOEgQEBBAR3pKMiKsR6I8,4.1,1133.0,2.0,1.3036962,103.7655164,fish & co. restaurants pte. ltd.,B
sunny korean cuisine,ChIJS2KYiPEa2jERKUcOuCuREP4,3.3,161.0,,1.3033503,103.7658166,imperial treasure cantonese cuisine pte. ltd.,A
kfc (pasir panjang gardens),ChIJXwEItZIa2jERrUdf7yR4oOY,3.7,307.0,2.0,1.3083662,103.7622594,ngt confectionary (potong pasir) pte. ltd.,B
domino's pizza west coast,ChIJ1aobxZMa2jERP7TXtAjOHuM,2.4,382.0,2.0,1.312307,103.7599711,lam's (singapore) culinary enterprise pte. ltd.,A
fan ji speciality noodle,ChIJRY-Yj5Ma2jERpSXduhiH4z8,4.3,613.0,1.0,1.3124648,103.7592518,yu kee duck and noodle house pte. ltd.,A
saizeriya,ChIJh2k96o0a2jERSkqPTsp1nqM,4.0,763.0,1.0,1.3119864,103.7650332,singapore saizeriya pte. ltd.,A
song fish soup,ChIJh-yeD44a2jERUxURg782lqg,3.7,87.0,,1.3133926,103.7644737,the soup spoon pte ltd,A
tian tian hainanese chicken rice,ChIJI8QBco4a2jERqxmjBZ-X52c,3.9,209.0,1.0,1.3131475,103.7656499,chua tian loke,A
the royals bistro,ChIJ5yWf5vUa2jERRRTas2G36kA,4.2,191.0,,1.3038323,103.7739443,the exchange asia square pte ltd,A
争鲜gogo - grantral mall,ChIJl9vYMY4a2jERNO0M8BIKo00,4.1,311.0,1.0,1.3142179,103.765169,,
wok express,ChIJO_eXBPga2jER7KcWCgKk_0o,4.4,15.0,1.0,1.2984543,103.7750052,marina bay mini wok pte ltd,A
burger king,ChIJRUfOzY8a2jERi2yG3RBxcr8,4.0,232.0,1.0,1.314918,103.7643089,burger king singapore pte. ltd.,A
ya kun kaya toast (the clementi mall),ChIJWZPCMo4a2jEROTqCjqozPnY,4.1,690.0,1.0,1.314918,103.7643089,the flying bread pte ltd,B
maki-san (clementi mall),ChIJAwBALo4a2jER2rvsKL-_His,4.1,194.0,2.0,1.314918,103.7643089,san teck soon medical hall pte. ltd.,
pezzo @ the clementi mall,ChIJi5NjLo4a2jERk7PuQ2klbwo,3.8,65.0,,1.3149875,103.7643116,the coffee bean & tea leaf (singapore) pte ltd,A
so pho (clementi mall),ChIJAwBALo4a2jERwOiBo8V-0Ww,4.0,565.0,2.0,1.3151246,103.7643614,joo siah bkt (clementi) pte. ltd.,A
tori-q the clementi mall,ChIJ_U6KMo4a2jERK8maPMHSACU,3.9,124.0,1.0,1.3151458,103.7644787,the coffee bean & tea leaf (singapore) pte ltd,A
old chang kee,ChIJNRirM44a2jER9BFTILPvA84,3.0,74.0,1.0,1.3151222,103.7645975,chang cheng food & beverage pte. ltd.,A
stuff'd,ChIJi5NjLo4a2jERUqETvC_b-a4,4.4,806.0,1.0,1.3151173,103.7646185,stuff'd ventures pte. ltd.,A
kfc (the clementi mall),ChIJsx75zI8a2jER0TpRfwfJIUU,3.9,778.0,2.0,1.315412,103.76462,the coffee bean & tea leaf (singapore) pte ltd,A
crystal jade hong kong kitchen,ChIJ6fH-zI8a2jERqFn_sqy5xOk,3.5,332.0,2.0,1.315262,103.7645438,leyau yen hong,A
swensen's @ clementi mall,ChIJ9y7Rbo4a2jER2Toju7Lm-b0,4.4,3484.0,2.0,1.3155308,103.764614,lam's (singapore) culinary enterprise pte. ltd.,A
putri hana (stall 69),ChIJjzwdyZMa2jERqmo9sVjC2kY,4.5,2.0,,1.3118695,103.7597825,the ramen stall (nbr) ii pte ltd,A
hakata japanese restaurant - newest,ChIJd0jKulUF2jERzRvrkyRc5ao,4.1,635.0,2.0,1.3165221,103.7576526,foc restaurant pte ltd,A
w39 bistro & bakery,ChIJ6ad6tpIa2jERYXVn6uL9OjM,4.3,907.0,2.0,1.3084697,103.7624039,26@marina bar & bistro pte ltd,B
waffletown,ChIJ3dARAokQ2jEROjDCkPI7fSw,4.4,643.0,,1.3170223,103.7572428,,
prince edward lounge,ChIJK4EImooa2jER9CbaPTxIAGA,4.5,45.0,,1.3097009,103.7745844,dhamaal hindi music lounge pte. ltd.,
mcdonald's clementi ave 3,ChIJ--SL2o0a2jERtOpNIBfE8Uk,3.4,977.0,1.0,1.3124073,103.7656754,tower 3 pte. ltd.,A
nks indian muslim,ChIJ6YKu6vEa2jER-SoMeW_KAtE,2.9,15.0,1.0,1.3031277,103.7642174,indian house boat quay pte ltd,B
ayer rajah food centre,ChIJyRcdyZMa2jERVyFlLiByOAw,4.2,7326.0,1.0,1.3118695,103.7597825,ho heng food & enterprise pte. ltd.,A
west co'z cafe,ChIJdRS7gPEa2jER5dC1SNA90xA,4.2,779.0,2.0,1.3035814,103.7658606,west co'z cafe pte. ltd.,B
rangooli restaurant @ clementi,ChIJV15mQ6Ub2jERvlB6iB9FrN8,4.1,624.0,2.0,1.3023263,103.7642234,imperial treasure fine dining restaurant pte. ltd.,A
a-poh kitchen,ChIJO-FlOIka2jERk3VujaA675g,4.2,831.0,2.0,1.3134318,103.7703991,a-poh kitchen pte. ltd.,A
robert looi cafeteria pte ltd,ChIJuRMSPY4a2jERXqmXw54s0hY,,,,1.3140024,103.7644447,kp cafeteria pte ltd,
vikki lunez,ChIJJwu7UUYX2jER8usZ62zdgbg,5.0,4.0,,1.3010995,103.763292,,
$1 economy bee hoon,ChIJCwv7PwAb2jERhv1BFXZxS0g,1.0,1.0,,1.3041558,103.7603213,bee cheng hiang star pte. ltd.,
佳利 pancake,ChIJzchxZxAb2jER6tJg1jbLFVc,4.9,11.0,,1.3027453,103.7635239,the udder pancake (kilat) pte. ltd.,A
fishball shop,ChIJuWhLY2Yb2jERXsIB80KQwbw,4.4,12.0,,1.3027453,103.7635239,the sandwich shop pte. ltd.,A
hong kong street restaurant - clementi west st 2,ChIJTxf0-dYb2jER22pj7IhCVYk,2.3,3.0,,1.3027453,103.7635239,hill street coffee shop pte. ltd.,A
cafe nora (malay food nasi padang),ChIJM9OZ7osb2jERdl-pQKLO8Eo,4.0,2.0,,1.3027835,103.7635239,bru cafe pte. ltd.,A
nakin thai,ChIJwcLtvTob2jERwi529qUtqrc,4.1,83.0,,1.3027956,103.7636101,mama thai kitchen pte. ltd.,A
le le yu 乐乐鱼,ChIJ30o8UwAb2jERWdapxR0fcy4,,,,1.3028615,103.763601,yu tang clan pte ltd,B
jia jia specialty made chilli,ChIJsVF7OaIb2jERjdhpBTHeXJs,4.5,2.0,,1.3040621,103.762272,lim jia ching,A
嗨饭天 hi fan tian (clementi west),ChIJNatAoqob2jERkkRq8YmhnNM,5.0,5.0,,1.3040621,103.762272,chua tian loke,A
yicheng noodles,ChIJeaMUXwAb2jERumwt98hJIs8,4.0,1.0,,1.3040621,103.762272,red place's beef noodles pte. ltd.,B
island cafe 爱人茶餐厅,ChIJmZwg-y4b2jER5qIdPwvds8A,4.6,35.0,,1.3022842,103.7641265,hanis cafe & bakery pte. ltd.,A
white curry 白咖喱,ChIJEb2BHZwb2jERBPrHbSeb-t4,4.0,56.0,,1.3022842,103.7641265,lau di fang scissors-cut curry rice pte. ltd.,A
teck hin delicacies • chee cheong fun,ChIJ-eXK8mga2jERzyLkR4dcLvQ,4.6,89.0,,1.3111099,103.788162,chicky fun pte. ltd.,A
jimmy monkey cafe & bar,ChIJtazRWUQa2jER_pD2DqGY0WI,4.3,772.0,2.0,1.3018774,103.7902504,porters restaurant bar private limited,A
roots@onenorth restaurant,ChIJ5yUNSEUa2jERwFbLzYcct0g,4.4,382.0,,1.2996794,103.78726,hyangtogol (korean restaurant) pte. ltd.,A
subway,ChIJOT_ySEUa2jERgUlA_Wjluws,3.8,60.0,2.0,1.2998113,103.7875947,subway harbourfront pte ltd,A
iskina cebu restaurant,ChIJkZqJeBgY2jERx_AR7wwXndk,3.8,165.0,,1.2975045,103.7872378,texas chicken restaurant pte. ltd.,A
ya kun kaya toast (fusionopolis),ChIJXaXHWkUa2jERRklhDYPq0_4,3.6,301.0,1.0,1.2993042,103.7876758,ya kun cafe pte. ltd.,A
wong kee wanton noodles,ChIJqdRD3U8a2jERZCORhtfRpCQ,3.8,58.0,,1.2975395,103.7874978,yu kee duck and noodle house pte. ltd.,A
timbre+ one north,ChIJk7fc3E8a2jERzWIYtvj8LCE,4.2,6384.0,2.0,1.2973236,103.7874586,district one private limited,A
hoodadak korean restaurant 후다닥 한국 음식점,ChIJUXAAUEUa2jERTkJUfdD1DXM,4.1,708.0,2.0,1.2995285,103.7882033,mouth restaurant pte ltd,A
fat saigon boy,ChIJWRBXNw0Z2jERuUZ6QJDPVhg,4.5,424.0,2.0,1.3042734,103.7879306,fat saigon boy express pte ltd,A
picotin brewhaus - rochester,ChIJn_-VG6Ub2jEReJQnN3fCGow,4.0,1039.0,2.0,1.3058134,103.787772,picotin pte. ltd.,A
subway,ChIJbz_YQ2Aa2jERmo3lgLVboqs,3.8,52.0,2.0,1.309402,103.777034,subway harbourfront pte ltd,A
cali rochester park – pet-friendly restaurant & bar,ChIJnXZ5BUMa2jERNg_FrwFyWAU,4.6,2743.0,,1.3049669,103.7888696,texas chicken restaurant pte. ltd.,A
chi-bing,ChIJ6Yhu1U4a2jERk3aTyvSTMWo,4.2,660.0,2.0,1.3066925,103.7877906,chi kinjo pte. ltd.,
lao huo tang 老火汤,ChIJLXf8wEIa2jERn8Tv4gUowGc,3.8,345.0,2.0,1.3068148,103.7880721,tang yaqi,B
yayoi japanese restaurant | the star vista | teishoku | tonkatsu | chicken namban,ChIJvXLm6kIa2jER7fCO5fPmUAo,4.3,887.0,2.0,1.3069682,103.7879546,the exchange asia square pte ltd,A
"pizza express | the star vista (buona vista, holland)",ChIJ5x6CCWsa2jERnmDss3H8ahw,4.5,1060.0,2.0,1.3068072,103.7883997,extra virgin pizza pte. ltd.,A
nando’s star vista | flame-grilled peri-peri chicken,ChIJp0JVlEIa2jERoGAY_U-BEbQ,4.0,1026.0,2.0,1.3070679,103.7882145,seafood paradise (s) pte. ltd.,A
cedele - the star vista,ChIJd7L66kIa2jERXBvH7oHTlgQ,3.5,529.0,2.0,1.306842,103.78844,the coffee bean & tea leaf (singapore) pte ltd,A
coco ichibanya,ChIJp0JVlEIa2jERk_whl5aLvzk,4.6,1969.0,2.0,1.306842,103.78844,coco & frank pte. ltd.,A
ippudo the star vista,ChIJ9zD_6kIa2jERxVJliCNzFJA,4.2,619.0,2.0,1.3068059,103.7884824,the exchange asia square pte ltd,A
canton paradise 樂天小香港 at the star vista,ChIJp0JVlEIa2jERVI0789NtGFw,4.2,1504.0,2.0,1.3067344,103.7885449,canton paradise pte. ltd.,A
imakatsu,ChIJd7L66kIa2jERzr554AFswh8,4.1,549.0,2.0,1.3067452,103.7886289,,
gyu-kaku japanese bbq,ChIJVVUp60Ia2jERi24_dFNev4o,3.9,372.0,,1.3069375,103.7885449,misaki japanese restaurant pte. ltd.,A
la barra colombian bistro,ChIJp0JVlEIa2jERA26NuMY0dk8,1.0,1.0,,1.307101,103.788488,la storia di cheryl pte ltd (gelatissimo),A
watami japanese dining (the star vista),ChIJ-3_v6kIa2jERLCwvcDRIhRs,3.8,857.0,2.0,1.3070069,103.7885848,the flying bread pte ltd,B
bodacious bar & bistro,ChIJ225l_0Ma2jERCNNkY0Fmqr0,4.2,375.0,2.0,1.3032732,103.7918353,porters restaurant bar private limited,A
peach garden @ the metropolis,ChIJiykHSUIa2jERQ3nZ8_NBW_8,4.1,1854.0,2.0,1.3060038,103.7912667,gardens by the bay,A
ikki izakaya,ChIJk4rSNkIa2jERMcqQayMFvB8,4.1,304.0,2.0,1.3063089,103.7911825,kuro izakaya pte. ltd.,A
deli snack,ChIJ-eXK8mga2jERhu_hy5Ecdtw,4.3,13.0,,1.3109708,103.7883085,manna the deli pte. ltd.,B
bao gong xo fish head bee hoon,ChIJs1HQwu0a2jERMZKGizN-qTk,3.8,425.0,2.0,1.3113942,103.7877707,lim bee kian annie,A
pizza hut,ChIJUfjIWGga2jER4-rDtzfnWWg,4.3,333.0,2.0,1.3106639,103.7890087,pizza hut singapore pte ltd,A
the boiler @ buona vista | best seafood boil | crabs & lobsters |,ChIJB88N2Y0X2jERLZx28Uk1rEU,4.8,6591.0,2.0,1.3064702,103.7928833,seafood paradise (s) pte. ltd.,A
chang cheng - 46 holland drive,ChIJFdXD92ka2jERMuauyIdYbtI,1.8,16.0,1.0,1.3087209,103.792419,loy kok cheng,B
ming kitchen live seafood 名厨活海鲜 - holland drive,ChIJed9z7UEa2jERl0GJ5AAxWTA,3.4,120.0,2.0,1.3070695,103.7934578,chen li,B
rong kee roasted delights 榮記烧腊 - holland,ChIJAQAA8EEa2jERrpVDIRMrQN0,2.3,29.0,,1.3071989,103.7934398,hock kee f&b pte. ltd.,A
valle,ChIJNw6iPGMa2jER3qq0guHTu7E,4.1,100.0,2.0,1.3164749,103.7791273,river valley apartments pte ltd,A
ysq international pte ltd,ChIJ61WJnQ4Z2jERgYB4BkwtlrY,4.5,6.0,,1.3034685,103.7965408,ysq international pte. ltd.,A
blu kouzina dempsey,ChIJrYMeu5sQ2jERfpA5zK1UM9U,4.3,3199.0,3.0,1.3034696,103.81043,the dempsey cookhouse & bar pte. ltd.,A
jumbo seafood - dempsey hill,ChIJsfizTCMa2jER0PvLzgOm59g,4.5,4257.0,3.0,1.3043337,103.8099395,tian tian fisherman's pier seafood restaurant p l,B
long beach @ dempsey hill,ChIJVUFS5CIa2jERGicUsfSt_2w,4.3,2622.0,3.0,1.3059056,103.8119806,wong yit long,A
dempsey hill,ChIJr84_RCMa2jERW466IPXbCec,4.5,2352.0,3.0,1.3039916,103.8098603,hill street coffee shop pte. ltd.,A
margarita's dempsey hill,ChIJsfizTCMa2jERVoFTdcVe2uE,4.3,1849.0,3.0,1.3039682,103.8102191,lam's (singapore) culinary enterprise pte. ltd.,A
original sin,ChIJmzY7Gmsa2jERKvr0lq11r7Q,4.3,1177.0,3.0,1.3112437,103.7965326,sin hong yun pte. ltd.,A
la nonna,ChIJdc_8l2sa2jERke0T9OeTYq0,4.2,1460.0,2.0,1.3116821,103.7948548,ma la guo wang pte. ltd.,B
samy's curry restaurant,ChIJZzTg5yIa2jERNtVXMcuCOFU,4.3,2840.0,2.0,1.3061228,103.8117619,samy's curry restaurant pte ltd,C
holland village market & food centre,ChIJGc8TpWsa2jERSFrowt5WsTA,4.0,2609.0,1.0,1.311087,103.7949113,taster food pte. ltd.,A
foong kee traditional charcoal roaster,ChIJNyBYgW0Z2jERlu9fHhadrz8,4.3,493.0,1.0,1.3069482,103.800383,hock kee f&b pte. ltd.,A
chang korean charcoal bbq restaurant,ChIJ1TIAJCMa2jERxEA9Zo_-TMs,4.3,744.0,3.0,1.3019405,103.8116485,mouth restaurant pte ltd,A
wala wala cafe bar,ChIJTXWMlWsa2jERCLUkF98yzD0,4.3,1061.0,2.0,1.3115853,103.794408,wala wala cafe bar pte ltd,A
reddot brewhouse,ChIJZzTg5yIa2jERJDs-qLs7KtU,4.6,2506.0,2.0,1.3061805,103.8115459,reddot brewhouse pte. ltd.,A
subway,ChIJUXIXTWoa2jERqfoCbP_bCuc,3.8,104.0,2.0,1.3103958,103.7947521,subway harbourfront pte ltd,A
mcdonald's,ChIJGdIiwD4a2jERJm39sI0nkik,4.4,3735.0,1.0,1.3042141,103.802136,seafood paradise (s) pte. ltd.,A
cui xiang yuan,ChIJncVGtTAY2jER1aBajnv5nXA,3.8,60.0,,1.3007366,103.7981373,jia xiang kuching food supplies pte. ltd.,A
edmond chicken rice,ChIJ0RPkCTga2jER0-cBa9Gn4PM,4.5,195.0,1.0,1.3005586,103.7979406,texas chicken restaurant pte. ltd.,A
guangzhou mian shi wanton noodle (广州面食),ChIJP_M0m0ca2jERuE0oCJCdsGY,4.2,200.0,1.0,1.3003728,103.7975584,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A
delifrance singapore - queensway cheers 1 express corner,ChIJ1-OsOD4a2jERSGV-emDB6hE,2.0,1.0,2.0,1.3068955,103.8024221,cold storage singapore (1983) pte ltd,A
min jiang dempsey,ChIJl67Rr1wa2jERh76IxLI5V3A,4.3,1069.0,3.0,1.3046255,103.808144,yechun xiao jiang nan restaurant group pte. ltd.,A
chopsuey cafe dempsey hill,ChIJ430GqiQa2jER10sgjEUjz0o,4.5,1946.0,3.0,1.3030238,103.8104332,bru cafe pte. ltd.,A
ippoh tempura bar by ginza ippoh,ChIJ_f-P1CIa2jERlsTTEm1rTq8,4.0,106.0,,1.3057459,103.8102205,gardens by the bay,A
the dempsey cookhouse and bar,ChIJG0d01SIa2jERVX4WCH7Vjo4,4.5,1472.0,3.0,1.3056356,103.8103462,the dempsey cookhouse & bar pte. ltd.,A
umisushi holland village mrt,ChIJd1GdCWsa2jERGdi6yMyZZZM,3.1,87.0,,1.3111381,103.7961448,sri bistari changi village famous ayam penyet pte. ltd.,
pepper castle,ChIJt3DyTWoa2jERuXe-J6143eQ,4.1,200.0,,1.3107279,103.7950573,pepper castle pte. ltd.,
sumo salad,ChIJWRkNZWsa2jERYAa7USlngOc,4.2,176.0,,1.3111867,103.7961647,pimp my salad pte. ltd.,A
madrinaa italiano,ChIJQ2e-zA8a2jERXOicj9vqwjk,4.1,401.0,2.0,1.3113911,103.7965864,rina,A
huber's bistro,ChIJb1DJSj0a2jERW4ZnkdplszE,4.4,1020.0,2.0,1.3069042,103.8101245,seafood paradise (s) pte. ltd.,A
jen singapore tanglin by shangri-la,ChIJdY7JN4oZ2jERVg6-qPEGJ3U,4.3,6091.0,,1.304326,103.8239282,gardens by the bay,A
royal plaza on scotts singapore,ChIJS2f6Z40Z2jERLavQ4p6-R5s,4.4,3556.0,,1.3069695,103.8319667,royal one pte. ltd.,A
つくね一期 tsukune ichigo,ChIJ1emPWIQZ2jERjoyMEdKta2k,3.8,176.0,,1.2954608,103.8302052,,
hard rock cafe singapore,ChIJpfgvhowZ2jERbVbSD5w0-FY,4.2,2911.0,3.0,1.3057768,103.8281191,cold storage singapore (1983) pte ltd,A
sushi tei,ChIJl_sOMpIZ2jERa4tZiOdKqvc,4.3,1125.0,2.0,1.3035787,103.8350589,sushi-tei pte ltd,A
wild honey mandarin gallery,ChIJSZujEpEZ2jERc0ez6ins24Y,4.3,2194.0,3.0,1.3019461,103.8368734,singapore mandarin international hotels pte ltd,A
ps.cafe palais renaissance,ChIJBcxR3IwZ2jERXEfgu9SV-vs,4.4,1471.0,3.0,1.3068808,103.8297596,bru cafe pte. ltd.,A
oasis bar & restaurant,ChIJKVlOYI0Z2jERbutcJw5KbxQ,4.3,123.0,,1.3062616,103.8334004,texas chicken restaurant pte. ltd.,A
muddy murphy's irish pub,ChIJ-ZtvtowZ2jERyywaJQ_r4DU,4.4,1212.0,2.0,1.3074953,103.828947,lam's (singapore) culinary enterprise pte. ltd.,A
the halia at singapore botanic gardens,ChIJ8fTbnR8a2jERMeuOlYUiwL0,4.3,2562.0,3.0,1.3113472,103.8149796,the flying bread pte ltd,B
fusion bistro,ChIJ4QSELooZ2jERfrSAcBo4Sms,4.3,24.0,,1.3036097,103.8239655,fusion bistro pte. ltd.,
yantra,ChIJr5S3T4oZ2jEREWMZ4HL13-w,4.3,966.0,4.0,1.3048369,103.8242659,,
carousel,ChIJY56VRY0Z2jERIgstQ462b5k,4.2,1422.0,3.0,1.3070085,103.8320447,,
beng hiang restaurant,ChIJm91ZmwUQ2jERtVI5JAUHHiQ,3.9,1147.0,2.0,1.3112751,103.8265168,beng hiang restaurant pte ltd,B
straitskitchen,ChIJKWGbYo0Z2jERgIAV9m0gT00,4.3,1260.0,3.0,1.3062611,103.8333999,,
jiang-nan chun,ChIJqbrxYIwZ2jER0nv6PClRe_I,4.4,431.0,,1.3052726,103.8284972,hong kong street old chun kee pte. ltd.,B
bistro du vin,ChIJR5yDbY0Z2jER-OfAY_3D6kE,4.4,832.0,3.0,1.306525,103.8315897,26@marina bar & bistro pte ltd,B
taste paradise 味之楼 at ion orchard,ChIJoyTzv40Z2jER7SwK5iAfrZA,4.3,758.0,2.0,1.3043263,103.8317124,good old taste pte ltd,B
iggy's,ChIJFQYC8YwZ2jERaWLMF9m1AqM,4.3,222.0,4.0,1.3060925,103.8292236,iggy's pte ltd,A
the line restaurant,ChIJwyHucfQZ2jERC3mkl-kQWk0,4.0,1760.0,3.0,1.3111934,103.8267875,he lin,B
les amis,ChIJR5yDbY0Z2jER6GcsxL56OLk,4.6,926.0,4.0,1.3066019,103.8314361,les amis holding pte ltd,A
akashi,ChIJp-GkZosZ2jER95PUqtZbMro,4.3,363.0,3.0,1.3066703,103.8273242,akashi japanese restaurant oph pte. ltd.,A
yan ting,ChIJb9RocosZ2jERzYkzsNVyukk,4.2,602.0,3.0,1.3054244,103.8261546,ting yee wah,A
j65,ChIJMXEfN4oZ2jER-BqARJv_VR4,4.6,2199.0,,1.3043525,103.8239831,,
basilico,ChIJPTigtosZ2jERpvAxTkMlsac,4.5,1602.0,3.0,1.3046567,103.8249439,li li,A
