restaurant_name,place_id,rating,review_count,price_level,latitude,longitude,matched_sfa_name,hygiene_grade
争鲜gogo - yew tee square,ChIJKcsDo2gR2jERAIN_NZeneCY,4.4,101.0,2.0,1.3984705,103.7468379,epicurean concepts marina square pte. ltd.,A
ah hwa noodle house (yew tee),ChIJub8wVn0R2jERdyIZEaS3Yt4,3.2,37.0,,1.3981277,103.7468169,chuah yew tee,A
whizzz (yew tew branch),ChIJ0f4gG_QR2jERARWHDEqsUYY,,,,1.3981277,103.7468169,chuah yew tee,A
wikedo western 维客多,ChIJu_U9EPQR2jERsvU7fDo2Bj4,3.5,13.0,,1.3981277,103.7468169,oriental western bistro llp,A
ah chew yong tau foo,ChIJu_U9EPQR2jERA4Ag7CCVxBc,3.3,12.0,,1.3981277,103.7468169,ng ah sio investments pte. ltd.,A
chi you lai,ChIJS0gScwAR2jERksk6kcfSRgU,3.0,3.0,,1.3980375,103.7467929,sutopo lai hwa kensy,B
filipino cuisine @ kopitiam,ChIJDchEWQAR2jERZ1JgYvCGD3U,3.1,13.0,,1.3981092,103.7468298,imperial treasure cantonese cuisine pte. ltd.,A
xiao guan zi,ChIJW1U8m5sR2jERIjFx3jWG2yU,,,,1.3981008,103.7468721,guan chee hong kong roasted duck pte. ltd.,A
nks indian muslim food,ChIJWdqmIQAR2jERW1D8rk5jQRs,3.3,9.0,,1.3978458,103.7467985,ho heng food & enterprise pte. ltd.,A
lele hainanese chicken rice 乐乐海南鸡饭,ChIJW-__GQAR2jERGN7KgwfB4bk,,,,1.398131,103.7468885,liao fan hk soya sauce chicken rice & noodle (chinatown) pte. ltd.,A
eastern rice dumpling,ChIJAdLT-PMR2jERpEOXO1oFW2E,2.8,9.0,,1.3972158,103.7466229,eastern rice dumpling pte. ltd.,A
teochew lao 潮州佬,ChIJH7CtDgAR2jERW_8OONyGtP0,2.0,2.0,,1.3981122,103.7469482,diamond wang lao wu pte. ltd.,B
penang savour,ChIJhxAQ25ER2jERTNrAIxIEWbA,3.6,174.0,,1.3972337,103.7466908,island penang kitchen pte ltd,B
gong yuan ma la tang 宫源麻辣烫 @ yewtee point,ChIJxxW0xjgR2jERInGiUOxmyBM,4.6,243.0,,1.3967859,103.7465136,yu tang clan pte ltd,B
froyodesserts,ChIJBahhRQQR2jERvLdchINUbxg,4.3,88.0,,1.3972701,103.7467361,,
tenderfresh,ChIJ__gd-fMR2jERAOz_-Gdr4oY,3.2,35.0,,1.3971992,103.7467142,tenderfresh fried & bbq chicken pte ltd,A
stuff'd,ChIJNw8X-fMR2jERBCHXNtciY8Q,4.4,471.0,1.0,1.3971557,103.7467078,stuff'd ventures pte. ltd.,A
korean cuisine,ChIJu_U9EPQR2jERRvvuXShyR5g,4.6,7.0,,1.3980083,103.7470075,the korean cuisine (sc) private limited,A
saizeriya,ChIJM9H3S3kR2jERDSkclfQn8NY,3.6,406.0,1.0,1.397305,103.7467908,singapore saizeriya pte. ltd.,A
koo kee,ChIJVQDzhuQR2jERcXkwaCjP6q0,3.1,56.0,,1.397219,103.7467721,yu kee duck and noodle house pte. ltd.,A
takagi ramen @ yew tee point,ChIJ0RpXWiQR2jEReRDe7ATSqv8,4.3,848.0,1.0,1.3972629,103.7467935,chuah yew tee,A
braised duck. kway chap,ChIJu_U9EPQR2jERAJy5STz4r7k,4.2,6.0,,1.3981137,103.747099,yu kee duck and noodle house pte. ltd.,A
fishball noodle,ChIJu_U9EPQR2jERj-uZ4rBdvbU,3.2,5.0,,1.3981137,103.747099,lai heng (changi) fishball noodle pte ltd,B
ban mian. fish soup,ChIJu_U9EPQR2jERsrjUUHWH-KM,3.5,4.0,,1.3980481,103.7470838,soup restaurant singapore pte. ltd.,A
local delights,ChIJu_U9EPQR2jERxSwf1te9K0Q,4.0,2.0,,1.3980127,103.7470746,54 local delights pte. ltd.,
mr bean (yew tee point),ChIJ2xwx_PMR2jERdGE8XSiudN0,3.1,55.0,1.0,1.3971187,103.7467644,the coffee bean & tea leaf (singapore) pte ltd,A
王府点心 wangfu dimsum yew tee point,ChIJb5MMcS0R2jERPEJYOZDDzPg,4.4,171.0,,1.3971369,103.7467757,chuah yew tee,A
fong fu food catering,ChIJw3OpHH0X2jERpGl-8cn5PMQ,4.6,325.0,,1.407176,103.7603805,ho heng food & enterprise pte. ltd.,A
fatty ban mian & fish soup,ChIJbwf4SCES2jERHufJSyBUx6A,,,,1.4055143,103.7586962,chuan yang ji mutton soup steamboat pte. ltd.,B
padma restaurant,ChIJqbTWjd0T2jERnVJXHMAQdTQ,4.0,11.0,,1.4054334,103.7583693,texas chicken restaurant pte. ltd.,A
lion city food court pte ltd,ChIJYxRuliYS2jERf72KpdMx2Sw,4.0,3.0,,1.4059172,103.7594475,city foodcourt pte ltd,
appleman pte. ltd.,ChIJN--DJyQS2jERx4wko6hQFZ0,,,,1.4062989,103.7587796,seafood paradise (s) pte. ltd.,A
alibaba eatery,ChIJGX7gUSES2jERRPw6eW5YsYc,3.0,1.0,,1.4061484,103.7574245,refuel cafe & eatery pte ltd,A
loco loco,ChIJLZo9h7sT2jERK5xwpH98Meg,4.7,32.0,,1.4082649,103.7587415,the loco group pte. ltd.,A
al-sheika bananaleaf resturant,ChIJTVZQPDcT2jER5TRED8wkxQA,1.0,3.0,,1.408016,103.7574289,al brothers pte ltd,
cafeteria,ChIJrSW6m_UT2jERlUQmJk4sxg0,3.0,2.0,,1.4084008,103.7593417,seaworld cafeteria pte. ltd.,A
warong timbel,ChIJk-lf2Q0T2jEReA1nK1LeiJc,4.0,1.0,,1.4083877,103.7566142,warong nasi pariaman(1969) pte. ltd.,A
one sky seafood restaurant,ChIJ3UWEliMS2jERV--2pF8bfJU,4.0,194.0,,1.4083877,103.7566142,marina live seafood & steamboat pte ltd,B
nonya bong the peranakan,ChIJLfLd8WUR2jERJzv1LnUhq60,4.8,67.0,,1.4019304,103.750866,the coffee bean & tea leaf (singapore) pte ltd,A
broadway seafood 668,ChIJrfnLfgAR2jER3SKxClAPxHk,1.0,2.0,,1.4016168,103.7504542,marina live seafood & steamboat pte ltd,B
old punggol nasi lemak | economy rice,ChIJg778KgAR2jERjZ5JerAQ3xo,2.0,2.0,,1.4017334,103.7504553,thunder tea rice pte ltd,B
egf islamic food,ChIJR3WvUQAR2jER0wiabpAFpKI,4.9,8.0,,1.4017603,103.7503485,ho heng food & enterprise pte. ltd.,A
rampage western food,ChIJaVHwgAsR2jERZ2-lfz2WPw0,3.3,44.0,,1.401628,103.7502474,ho heng food & enterprise pte. ltd.,A
hong jie wanton noodle ( 红姐云吞面 ）,ChIJCVQoEjAR2jERPCe20zxUSwU,3.9,12.0,,1.401565,103.750234,leyau yen hong,A
soon seng food industry pte. ltd. @ mscp,ChIJ8aX6ZfUR2jERYE0X0cjGZ2A,,,,1.401565,103.750234,g & g food industry pte. ltd.,A
bootstrap beverages,ChIJFyMNHI8T2jER4-C17lfdi48,4.5,28.0,,1.4098183,103.758141,mk28 foods & beverages limited liability partnership,B
fresher performance meals,ChIJi6xNKPUZ2jERbPSSxNZ7ckk,4.4,80.0,,1.4098183,103.758141,,
jj food express,ChIJW4HynCQS2jERIfIBr1yGiF4,1.0,2.0,,1.4101443,103.7577274,jj food express pte. ltd.,A
smokeworkz,ChIJYzoOHS8R2jERT3gt5JpqwZ8,,,,1.3922821,103.7522518,,
t@36 boutique tea cafe (reservations only),ChIJ7_0HKBsR2jERujPJGKzDLrY,5.0,28.0,,1.3919658,103.7523066,royal t group pte. ltd.,A
ohma,ChIJqREYsaAR2jERigh-DOjzYfc,5.0,8.0,,1.4013168,103.7481099,rohani binte mohmad,A
gaga 嘎嘎烧腊,ChIJ2RiJAwAR2jEREjbhITMsukM,4.3,4.0,,1.4009763,103.7480673,,
m.r indian food,ChIJ6Tiou28T2jERyeaBSC3p8_M,2.1,16.0,,1.4010333,103.7480556,ho heng food & enterprise pte. ltd.,A
dapur seri,ChIJoXSQWAAR2jERl0FAPKAh9MI,3.1,10.0,,1.4009438,103.7478705,seri rahayu binte sifon,B
hong fa japanese & korean cuisine,ChIJm-knKAAR2jERnf68mOXqkQo,3.0,3.0,,1.3878581,103.7611279,leyau yen hong,A
pin wei hong kong style chee cheong fun,ChIJc76ljJkR2jER_sSjs5gKgvo,,,,1.3878581,103.7611279,chicky fun pte. ltd.,A
jin wang handmade dimsum (senja hawker) / 金旺手工包点 (信佳小贩中心）,ChIJQafC9I8R2jERXfq3r9KezxE,,,,1.3878581,103.7611279,wang cher chiang,A
a&m zaika,ChIJ_4NzEwAR2jERYxfpE4KLa7g,5.0,1.0,,1.3878581,103.7611279,artemis fine foods a.s. pte ltd,A
kimly dim sum (blk 673b choa chu kang cresent),ChIJGReAGBQR2jER8bC-m6CCjm0,1.0,1.0,,1.4009739,103.7478177,kimly food products pte. ltd.,
kimly zi char (673b choa chu kang),ChIJ143jv_UR2jERw-cgAP3P07k,1.8,48.0,1.0,1.4009739,103.7478177,bm (chu yi) pte. ltd.,
kl chilli ban mian,ChIJweZGKQAR2jERBUnh7wYtKmE,,,,1.3879416,103.7624443,chilli api catering pte. ltd.,A
sabira indian muslim food,ChIJLQr1tfMR2jER4Wt68moWhi8,4.0,76.0,,1.3954315,103.7482705,best partners food management pte. ltd.,A
老麵檔街 maxwell,ChIJ4SyPFAAR2jERT4eNO1d97xI,3.7,7.0,,1.3874157,103.7608739,de cotta rendall maxwell,A
winner fish 赢家蒸鱼,ChIJI3haQgAR2jERwSuRKHKqelQ,3.9,9.0,,1.3873272,103.760893,arcade fish soup pte. ltd.,A
china whampoa homemade noodles,ChIJ4efj-90R2jER9tqj_FueZzg,2.9,46.0,,1.3873242,103.7610251,the noodles pte. ltd.,A
yong feng ji chicken rice 永丰记鸡饭,ChIJidAET2oR2jERgC-XwsefMKE,4.4,31.0,,1.3872808,103.7609765,wah feng pte. ltd.,A
heng heng noodle house,ChIJXwPeS1ER2jERN7SA9Gv38ik,3.5,26.0,,1.3872816,103.7610569,ng heng,A
munchi pancakes @ senja hawker centre,ChIJsTy1geQR2jERLy3dsYs44Vc,4.8,3921.0,,1.3872723,103.761015,hawker qsr pte. ltd.,
day night herbal soup,ChIJZ6_wLwAR2jERp2DLwmFxK00,4.2,5.0,,1.3872662,103.7613111,day night herbal soup pte. ltd.,A
兴兴面家 senja,ChIJwz0GxXUR2jERvdGwFGukfqo,5.0,5.0,,1.387232,103.7609952,,
蛋佬 dan lao scrambled egg rice,ChIJsalbTAAR2jERFf7lt5QISzM,3.2,19.0,,1.3872169,103.7608467,lau di fang scissors-cut curry rice pte. ltd.,A
yu wei ju quan,ChIJB40HC6IR2jERg2JF-1L5piY,3.0,26.0,,1.3872186,103.7609503,yu kee duck and noodle house pte. ltd.,A
ubi le sheng yong tau foo (senja hawker),ChIJKe3_SmgX2jERIYe7i1VNFkQ,4.6,49.0,,1.3872022,103.760766,hawker qsr pte. ltd.,
mohamed ayaan rojak,ChIJH9xpLDcR2jEREpG3y1kPCG4,3.9,20.0,,1.3872123,103.7609356,syed mohamed buhari askar ali fathima,A
rice garden mixed rice,ChIJyX7crW8R2jEROo_OSdO5KqE,1.8,8.0,,1.3872109,103.7609446,lau di fang scissors-cut curry rice pte. ltd.,A
kfc,ChIJD-HIEdkT2jERtRxQVCaCWcM,3.6,392.0,2.0,1.4045961,103.7905208,,
mama panda kitchen,ChIJgxAVM98T2jERKU1petyKGI8,4.0,361.0,,1.4034834,103.7927318,the butcher's kitchen pte ltd,A
ah meng restaurant,ChIJD-HIEdkT2jERTPBGsoeo-dg,4.0,1003.0,,1.4044329,103.7935492,j.b.ah meng restaurant pte ltd,B
ulu ulu safari restaurant,ChIJM9NDV9gT2jERDIaoRwP9YIw,3.8,871.0,3.0,1.4038005,103.7884284,hyangtogol (korean restaurant) pte. ltd.,A
crimson restaurant,ChIJgUxbod4T2jER7OICXNgcMKU,4.8,863.0,,1.4044484,103.780802,texas chicken restaurant pte. ltd.,A
penguin cove restaurant,ChIJebuu92kT2jERtBQ6OGhKwH8,4.2,194.0,,1.4065452,103.7826085,misaki japanese restaurant pte. ltd.,A
copper chimney - mandai wildlife west,ChIJNzxOkGIT2jERpDrBtDZdAoo,4.6,170.0,,1.4078353,103.7810702,copper chimney pte ltd,A
a&w mandai wildlife west,ChIJmylCUcUT2jER6kVEQ__QzdM,3.7,177.0,,1.4078933,103.7805691,west 57th street holding co pte. ltd,A
han's union @ mandai wildlife reserve,ChIJ-XjLKOQT2jERhBFyemmiuag,3.9,99.0,,1.4079205,103.7808077,tatsu sushi (s) pte ltd,A
birds of paradise gelato boutique - mandai wildlife west,ChIJc8ce0O8T2jERbT7N8ckzAHA,4.5,222.0,,1.4079215,103.7809244,canton paradise pte. ltd.,A
collin's® mandai wildlife west,ChIJb43jCZ4T2jERiFI1He2DQLI,4.3,416.0,2.0,1.4087805,103.7801995,s connexion pte ltd,A
cavern restaurant,ChIJWX6hZwAT2jERCJjVk3CHRmU,4.5,1117.0,,1.4088282,103.7810406,texas chicken restaurant pte. ltd.,A
sentinel foodhall,ChIJnXGjYQAT2jER0Yr-hNsuzcI,4.4,150.0,,1.4097285,103.7827883,,
roberta's mandai wildlife reserve,ChIJA6jWlEIT2jERsI5_JKdOGHQ,4.5,421.0,,1.4053607,103.7892087,s connexion pte ltd,A
xiang xiang hunan cuisine 湘香湖南菜 @ mandai zoo,ChIJvX9PMAAT2jERcCWG8iIe2JE,4.9,444.0,,1.4055692,103.7893043,shivshil cuisine pte. ltd.,A
sushiro mandai wildlife reserve (digiro outlet),ChIJ8X2_EQAT2jERFNcNHE3lpHk,4.2,82.0,,1.4052716,103.7895339,h reserve pte ltd,
song fa bak kut teh mandai wildlife east (non-ticketed area),ChIJa43XcwAT2jERq4GYH0T9uiQ,4.8,232.0,,1.4058766,103.7893874,the song of india pte. ltd.,A
watami japanese dining (mandai wildlife east) (free to visit),ChIJndLuDAAV2jERlqerPD3VFaU,4.1,102.0,,1.4061142,103.7896045,ycp dining singapore pte. ltd.,A
the courtyard cafe,ChIJR0iJdQAT2jERzR83Smj4GC0,4.2,70.0,,1.4049653,103.7905536,the exchange asia square pte ltd,A
little chimi's - mandai wildlife east,ChIJ87PK4CkT2jERoeJWCIxoYoM,5.0,2.0,,1.4049653,103.7905536,tatsu sushi (s) pte ltd,A
kidzworld cafe,ChIJoQmNHAAT2jERDh9d7ENzUFQ,4.8,90.0,,1.4049653,103.7905536,hanis cafe & bakery pte. ltd.,A
mcdonald's,ChIJd_dAUgAV2jERP-xIEoBRoxQ,3.7,52.0,,1.4061844,103.7905462,seafood paradise (s) pte. ltd.,A
planter's shed,ChIJq_KaoxET2jERyYIxb7dC-8Y,4.3,77.0,,1.4071032,103.7907476,seafood paradise (s) pte. ltd.,A
forage,ChIJn2M-SpsT2jER5I5phIs-LhA,4.7,78.0,,1.4072983,103.79212,,
chai kee seafood,ChIJ06YV9fAR2jERzP2gQfsXboY,4.2,13.0,,1.388865,103.7711423,seafood paradise (s) pte. ltd.,A
ammar's gastronomy,ChIJQ0ySvI8R2jERIlUjrpEDWYs,,,,1.3886816,103.7713251,seafood paradise (s) pte. ltd.,A
c & j,ChIJNStvlGoR2jERkll59zpqdaY,,,,1.3887685,103.7712007,c & j investment holdings pte. ltd.,A
selera umi,ChIJZ5Tk8e8R2jERRg6aNDyUM2c,4.0,9.0,,1.3888054,103.7711383,umi's spices pte. ltd,B
hong long boneless chicken rice,ChIJ5TAELCkR2jER2cp3Vxeu9bw,4.6,30.0,,1.3888107,103.7710089,leyau yen hong,A
milano western,ChIJfcq0uIEZ2jERDMOygD3GSOY,4.6,46.0,,1.3880848,103.7710559,milano ventures pte ltd,A
abang gemuk,ChIJqwDJEQAR2jERj82AblZT4PE,1.9,20.0,,1.3882436,103.7696819,abang adik bbq pte. ltd.,A
mohamad waseef,ChIJcW3MA-IR2jERxvFwOM7AMCQ,2.8,19.0,,1.3882244,103.7696503,bagus sugiarto bin mohamad sidik,B
xiang cheng 香城 zichar,ChIJ4YufG_8R2jERx0bcMFKhk4g,3.2,22.0,,1.3882336,103.7696291,chang cheng food & beverage pte. ltd.,A
handmade noodles,ChIJDRaDuLIR2jER5TMjsadLToA,5.0,1.0,,1.3882105,103.7696157,red place's beef noodles pte. ltd.,B
chef chicken rice,ChIJKfvrRD8R2jERxh4UrLh0-cM,3.1,14.0,,1.3881725,103.7696122,texas chicken restaurant pte. ltd.,A
hk roasted delights,ChIJw4DgbwAR2jERR6Mp6PZ91fA,5.0,1.0,,1.3881983,103.7695763,guan chee hong kong roasted duck pte. ltd.,A
teochew fishball minced meat noodle,ChIJvUJjBFwR2jERqSbl_4YtDSY,4.9,14.0,,1.3880975,103.7696448,meat hero pte ltd,A
tian tian lai rojak,ChIJ6dLYku0R2jERonkd3-izLCc,4.7,16.0,,1.3879603,103.7697321,jin de lai zhong hua la mian pte. ltd.,B
rong kee hong kong roasted delights,ChIJyeLHVLIR2jER0wCkaEqY87w,2.5,17.0,,1.3879603,103.7697321,hock kee f&b pte. ltd.,A
928 ngee fou (hakka) ampang yong tou fou,ChIJPdfoslUR2jER-9QyDeC3Djo,4.0,505.0,,1.3995264,103.8178794,"yeo yong wei, randy",
friends tasty korea,ChIJlU7ROncU2jERKmSZQM1RN8Q,4.1,536.0,2.0,1.3993984,103.8179163,good & tasty korean restaurant pte ltd,A
golf spot cafe & bistro,ChIJx7AtOZAR2jERkVCS-A8FIsE,4.7,241.0,,1.4009112,103.8090822,lucky cafe & restaurant private limited,B
hilltop cafe,ChIJPceRwv4T2jERcYmDNvza5c4,4.6,53.0,,1.4075229,103.8095741,hanis cafe & bakery pte. ltd.,A
smti cookhouse,ChIJx3-1EgAT2jERzbwZ_UFpPt0,2.7,3.0,,1.4046287,103.8155849,the dempsey cookhouse & bar pte. ltd.,A
wong chiew restaurant 皇潮餐室,ChIJT8faQP4T2jERYXWhxMWmWzw,3.8,1006.0,2.0,1.4028831,103.8175781,hyangtogol (korean restaurant) pte. ltd.,A
three. by garamika (springleaf),ChIJAy3JNQAR2jERLnFlaeo5KVI,4.5,175.0,,1.4010565,103.817587,gardens by the bay,A
hk style seafood congee,ChIJNzOzQP4T2jER9wX-aXu8kTY,,,,1.402947,103.817626,marina live seafood & steamboat pte ltd,B
fa zhan fishball noodle,ChIJ9dVEJIoR2jER0p6yjkIbLsk,4.3,32.0,,1.3995264,103.8178794,yu kee duck and noodle house pte. ltd.,A
bernie's,ChIJPXfrKjsX2jERNS7H3ZclXbo,4.5,353.0,2.0,1.3993012,103.8179551,seafood paradise (s) pte. ltd.,A
922 beng cheng hakka ampang yong tau fu,ChIJYcB1XlQR2jER94t9qyQmDrs,3.6,1224.0,2.0,1.3992414,103.8179758,ng cheng hak,A
thai hao chi mookata,ChIJ7eEUXFQR2jERGXOEeFJssa8,4.9,2596.0,2.0,1.3983333,103.8183333,thai hao chi mookata llp,A
meeras curry banana leaf restaurant,ChIJv8VwWlQR2jER7Tq7qdxh8bs,4.0,281.0,2.0,1.3983977,103.8183064,s.v. curry pte. ltd.,B
springleaf prata place - springleaf garden (thongsoon),ChIJj8lQgFQR2jERBoFqB_ZCqGk,4.3,3532.0,2.0,1.3970326,103.8188156,kai garden private limited,A
四海珍餐馆 si hai zhen restaurant,ChIJi79OPrcR2jERSLgMBqVDFcg,4.4,104.0,,1.3989773,103.8181132,imperial treasure fine dining restaurant pte. ltd.,A
hong ji herbs bak kut teh 宏记,ChIJR47LW1QR2jERDfJ8gzelyhI,3.9,373.0,2.0,1.3986173,103.8182953,leyau yen hong,A
mongkok dim sum,ChIJUdu_-BEV2jER4-msZHfpPPw,4.3,48.0,,1.3981987,103.8183898,mongkok dim sum pte. ltd.,B
geylang famous beef kway teow,ChIJ-dSu9cwR2jERIR9c--tQJPk,4.8,5.0,,1.3980401,103.8184277,geylang famous beef kway teow pte ltd,
mongkok dimsum,ChIJCdb-JSAX2jERjCTOSIj-HeU,4.1,529.0,2.0,1.3980247,103.818428,mongkok dim sum pte. ltd.,B
wang jiao,ChIJq2iHD_gR2jERcN015uD7PX8,4.2,5.0,,1.3980133,103.81842,wang cher chiang,A
lazy lizard - upper thomson,ChIJwRt5Z9UR2jERlx4tm6NgfUQ,4.8,1719.0,,1.3979554,103.8184663,yeo beng thomson,A
mongkok dessert,ChIJBy4tGwAR2jERpOEF-AVTOww,4.1,33.0,,1.3978155,103.8185535,sheng kee dessert pte. ltd.,A
famous hangout alfresco restaurant and bar (pet friendly),ChIJKcHQTXcT2jER5apKhqFZd8M,4.6,69.0,,1.4027461,103.8181274,texas chicken restaurant pte. ltd.,A
the famous kitchen,ChIJYclXNv4T2jERZFgTIT9oS0o,4.1,698.0,2.0,1.4027461,103.8181274,the exchange asia square pte ltd,A
brew house sports bar,ChIJR5dyfsMT2jERxCaiz9SLVpk,4.5,95.0,,1.4029923,103.8183204,yu kee duck and noodle house pte. ltd.,A
pesto n pine pte ltd,ChIJ11-ASf4T2jEROaAElpf2I8U,,,,1.40301,103.8183187,cold storage singapore (1983) pte ltd,A
pondok by june zack,ChIJ-4ApEI8T2jERn3l3wmr0Uus,4.9,58.0,,1.4031637,103.8177214,loy kok june,B
miyuki izakaya @ springside,ChIJd9m1Eu8T2jERBAj0Btw00So,4.5,228.0,,1.4041727,103.8190071,,
soon soon teochew porridge,ChIJp_Lwns4T2jER9RVonf7XnqI,1.4,5.0,,1.4038096,103.8179556,goh soon chwee,B
soon kee porridge,ChIJU5dxX_4T2jERwo3sG8LD5bY,3.8,90.0,,1.4038096,103.8179556,yu kee duck and noodle house pte. ltd.,A
daruma tavern,ChIJ_x1iFZQT2jERmMylUcZtYes,4.3,525.0,2.0,1.4042238,103.8190057,lkh tavern (pte.) ltd.,A
33 xian seafood village 33 鲜味园海鲜村,ChIJrezFxbYW2jERntTNH8cfMJo,3.9,275.0,2.0,1.4038856,103.8177323,asli village pte. ltd.,A
semma singapore,ChIJ4ZXx7v8T2jER169VgrY6gAk,4.3,312.0,,1.4045076,103.8193079,cold storage singapore (1983) pte ltd,A
thai & spice,ChIJU12kCKUT2jERhSaOFh9Y3OI,5.0,7.0,,1.4039494,103.8176865,mama thai kitchen pte. ltd.,A
friends cafe hk,ChIJu2Vvy4AT2jERmdJ2x5Cqef0,4.0,618.0,,1.404568,103.8193165,hanis cafe & bakery pte. ltd.,A
peua tur - for you,ChIJRcsgsVcZ2jERHH58X6JsFyY,4.9,21.0,,1.4046724,103.8194072,one for all (singapore) pte. ltd.,A
oops kitchen (home style cuisine),ChIJO513tvET2jERaQP63VUS07k,4.5,343.0,,1.4046724,103.8194072,java kitchen pte. ltd.,
panda bar singapore,ChIJJ3AskSkT2jERJZJrljhluvQ,4.6,129.0,,1.4047655,103.8194607,cold storage singapore (1983) pte ltd,A
timeout bistro & bar,ChIJvSFZyu4T2jERD7y0LvDPzQA,,,,1.4047655,103.8194607,26@marina bar & bistro pte ltd,B
mypizza,ChIJ0V6Dh20Y2jERXGRohtBmyPs,4.9,1001.0,,1.4047893,103.8195092,,
goreng story,ChIJ19ii1IkT2jERPmYe_Wkubjs,5.0,70.0,,1.4051566,103.8196632,fruitti story pte. ltd.,B
red lantern live seafood @ sembawang country club,ChIJJwOitusT2jER_7mbr31CShk,4.0,338.0,,1.4172038,103.8157046,sembawang country club,
haru no hikari 春之光,ChIJR1GkcAAT2jERmOMMBSm32MI,5.0,5.0,,1.4172148,103.8155584,no.1 entertainment pte. ltd.,
happy kitchen,ChIJP2iCW_UT2jERVgYMpxCoZds,1.7,3.0,,1.4176837,103.8178839,happy kitchen pte ltd,A
happy kampong seafood (tagore lane),ChIJexsPfQAX2jERSlS5sCkCjMo,,,,1.3861282,103.8302535,happy salad pte ltd,A
subway,ChIJpVIzIhgU2jERfEYaIYCMmbs,4.1,126.0,2.0,1.4105992,103.8431831,subway harbourfront pte ltd,A
royal palm @ orchid country club restaurant,ChIJAaUa-RcU2jERfUdAHPUblEQ,4.4,3001.0,2.0,1.4109962,103.8443196,orchid country club,A
vanda terrace,ChIJAXBY2D0U2jER6Pc0mSv9FGw,3.8,216.0,2.0,1.4123035,103.8452149,,
broadway food centre @ 848 yishun street 81,ChIJg_s3JRIU2jERULnFgi4wsEs,3.7,534.0,1.0,1.4165039,103.8352741,mexican food corp pte. ltd.,A
mr teh tarik,ChIJQYoqaxIU2jER5uITyvg5iPA,3.9,1031.0,1.0,1.4168746,103.8344827,mr teh tarik cartel pte. ltd.,B
orchid tavern,ChIJrY4CHhgU2jERFXfmvY9Di0A,,,,1.410939,103.843691,orchid roast fish pte. ltd.,B
兰花乡村俱乐部,ChIJT-8zaIQV2jERYq5F3vPyLTI,5.0,1.0,,1.4110044,103.8437907,,
ban heng restaurant @ orchid country club,ChIJo-KOASQV2jER8WLcghUZk1I,3.0,437.0,,1.4111023,103.8438534,orchid country club,A
8 degree lounge - orchid country club,ChIJE2AXorsV2jERAQhKqilqpec,4.6,133.0,,1.4110305,103.8444911,orchid country club,A
malay kitchen,ChIJAaUa-RcU2jERxRQcAJDNr4E,,,,1.4111201,103.8443187,kitchen language pte. ltd.,A
bun craft sg,ChIJy_lcBzoX2jER2bt7hHRBWXM,,,,1.3891533,103.845991,providence sg pte. ltd.,A
o2 cafe cucina 17,ChIJ_VQGYcQX2jER42EsUwsttT4,3.7,35.0,2.0,1.3892748,103.8464965,hanis cafe & bakery pte. ltd.,A
freshpod sg - ncs hub,ChIJt1LDjicZ2jERRV4OWTnu0ns,4.8,47.0,,1.3877083,103.8442717,maria francesca tan (mft) ventures sg pte. ltd.,
fairway bistro @ vanda,ChIJe0A5HgAV2jER89GD9zjumr4,3.7,6.0,,1.4121911,103.8452641,bistro onethirtysix (whampoa) pte ltd,A
bread butter bakehouse,ChIJO1T9mnEX2jERE54ZpT7E9hY,4.7,128.0,,1.391544,103.8503771,crystal jade my bread (tbp) pte. ltd.,
"nayana kpop cafe & restaurant@flora vista, nice korean food@amk singapore, indoor pet friendly, vegetarian options",ChIJk4Tb_E8X2jERI63VAV5fJUw,4.7,1019.0,2.0,1.3917673,103.8505798,cold storage singapore (1983) pte ltd,A
indian banana leaf restaurant,ChIJocGLsaIX2jER3pa988O9QP8,4.3,102.0,2.0,1.3918418,103.8506644,the coffee bean & tea leaf (singapore) pte ltd,A
lazy lizard flora vista,ChIJ_W4jlTUX2jERTsCj3jMn0tM,4.7,1746.0,,1.3916463,103.850521,li li,A
fred bread sg & the toast story,ChIJGZc_qxQX2jER--nn6vqfHJY,5.0,160.0,,1.3913532,103.850342,gardens by the bay,A
coco noodles,ChIJye5bWwAX2jERUVO9nK3nm8w,4.5,2.0,,1.3897948,103.8492476,the noodles pte. ltd.,A
kou fu fish ball noodle,ChIJ6S443pYW2jERxv-MIZdcJcM,5.0,1.0,,1.389661,103.8492422,yu kee duck and noodle house pte. ltd.,A
老叔鱼汤 uncle teohchew xo fish soup,ChIJY6J-C5QX2jER1NwfoOIYS7Q,5.0,6.0,,1.3893795,103.8492523,soup fair pte. ltd.,A
ding kee super soup,ChIJuecaLs8X2jEROm0fgCBbvf0,5.0,20.0,,1.389536,103.849488,yu kee duck and noodle house pte. ltd.,A
gochu korean dining & bbq | orchid country club | yishun,ChIJYYNqSOUV2jERvwChyeuu30c,4.7,1674.0,,1.4134699,103.8449169,orchid country club,A
himawari japanese restaurant occ,ChIJAXBY2D0U2jERZWpNAYMidOw,4.2,588.0,2.0,1.4136054,103.8448136,mawar,A
ikah family catering & children apparels,ChIJ97jripUW2jERABG-UPTF6oI,,,,1.3862158,103.8449205,kim's family food pte. ltd.,A
chenghao spinach yong tau foo,ChIJx_KDezUX2jERwF4FGmRdsu8,4.6,11.0,,1.3861541,103.8449946,"yeo yong wei, randy",
