place_id,Restaurant Name,Google Review Ratings,Reviews
ChIJIadbw8sb2jER3i-OvZSCBGk,Joe’S Thai Kitchen,5,"Hi, they are closed from 1 May 2025 till further notice"
ChIJIadbw8sb2jER3i-OvZSCBGk,Joe’S Thai Kitchen,5,"The take away food of fried vermicelli is very tasty,  it is nor salty and oily, the prawns are fresh. Will come againl."
ChIJIadbw8sb2jER3i-OvZSCBGk,Joe’S Thai Kitchen,4,"IMPORTANT NOTE!!! I was informed that they would be closing in May 2025, if you are considering visiting , please call and confirm they are open

Visited joe(which is owner and cook) kitchen on a random weekday night for dinner

Which such great reviews on Google, one would expect a queue during dinner time. Instead there was only 1 other diner when I visited the place. My partner says it’s looks deserted and we should go somewhere else. I persisted

Service was absolutely stunning. Waitress was kind and polite, much more so then 5 star Michelin restaurants

Atmosphere was cosy

Let’s talk about food , Tom yam soup was absolutely stunning. Blend of spicies dancing in your mouth. It was neither overly spicy nor overly sour, it was a perfect blend. 5/5

Red curry chicken looks nice on picture but was rather disappointing. Curry was really sweet 1/5

Kang Kong tasted fresh and crunchy but nothing much to shout. But this is to be expected. I won’t recommend this dish as it was too over priced for what you are getting. 2/5

For all of above and 2 tea costed $40+"
ChIJ2UinHQAT2jEREyZmBJcqeew,Johnson Duck,4,一只鸭十八真的不能要求太高。很有性价比。
ChIJ2UinHQAT2jEREyZmBJcqeew,Johnson Duck,5,Today when to outer woodland buy a whole duck n soup Omg the service girl is so good even some 5Stars hotel don't do like her should do give a Super Like
ChIJ2UinHQAT2jEREyZmBJcqeew,Johnson Duck,1,"Cha siew all fats
Stall worker just sell boss please take note."
ChIJ2UinHQAT2jEREyZmBJcqeew,Johnson Duck,1,"Staying nearby.  Have been a regular customer ...until recently don't buy from them anymore.   All these while Used to buy whole duck without chopping , always able to choose which duck I wanted among all the ducks hanging there.  Until recently a young guy in his 20s running the stall told me off ..saying cannot choose even I buy whole duck at a rude tone and gesture...from then on I avoid their stall completely... Recently passby the stall and saw a auntie customer also requested to choose her preferred whole duck hanging there. This time round it's an older uncle running the stall that day ..and the uncle say ok and allow her to choose... I just wonder is it company policy's not letting customer choose their preferred whole duck or just personal bad attitude of that particular young stall runner ."
ChIJ2UinHQAT2jEREyZmBJcqeew,Johnson Duck,4,Not bad after many years of missing Johnson duck
ChIJgzs7DQAT2jERTbjnPZwPYXc,Jom! Chicken Rice,2,"Paid $6.80 for chicken rice with “extra meat”, and honestly this is disappointing. The portion of chicken barely looks any different from a normal serving — definitely not what extra meat is supposed to be. Prices are already going up, and customers are willing to pay more only if it’s fair and genuine.

F&B owners should remember that food is meant to fill people’s stomachs, not play tricks with portion sizes. Shortchanging customers for a few extra dollars might earn money today, but it loses trust long-term. Money can be earned anytime, but once trust is gone, customers won’t come back."
ChIJgzs7DQAT2jERTbjnPZwPYXc,Jom! Chicken Rice,1,I had stomach pains at night after eating this chicken rice ytd afternoon. Ordered on grabfood. The chicken rice was not fresh smelly! No refund from grab was given!
ChIJgzs7DQAT2jERTbjnPZwPYXc,Jom! Chicken Rice,5,"All is good and nice,will support again"
ChIJgzs7DQAT2jERTbjnPZwPYXc,Jom! Chicken Rice,5,"I ordered their Chicken Laksa and Chicken Rice set. Laksa is good the gravy is nice. Chicken rice 🍚 is fragrant, chicken is tender and chili also spicy 🌶️ and nice. Is very mixed with chicken and rice together.
Soup is free flow and their service is good as well 10/10.
Nice Halal chicken rice 👍👍🙏"
ChIJ0VP4IH4P2jERo7DWjpjpSDg,Joo Koon Eating House,1,"Economic rice stall employee charged 5 bucks for 1 meat 2 veg (braised pork belly, beansprouts and cauliflower dishes), when according to their menu should be 1.2+2×1 and 0.5 for rice. Max 3.7, which is more than a dollar more than what it's supposed to be. I don't believe braised pork is considered premium, which is priced at $2. Only saw the prices after ordering. Portions are normal."
ChIJ0VP4IH4P2jERo7DWjpjpSDg,Joo Koon Eating House,1,All the aunties at the drinks stall freaking rude!!
ChIJHwZEaooQ2jERMQ1AGzikrK8,Joomak,5,Good Service Good Food
ChIJHwZEaooQ2jERMQ1AGzikrK8,Joomak,5,Great meat cuts staff is very friendly and helpful!
ChIJHwZEaooQ2jERMQ1AGzikrK8,Joomak,5,Food is awesome. The black collar pork marinated very well!!! And after bbq it’s so tender! This is the bestttfff
ChIJHwZEaooQ2jERMQ1AGzikrK8,Joomak,5,"This is the 2nd time coming back to this area and the environment, service and food is nice & great 👍😃"
ChIJHwZEaooQ2jERMQ1AGzikrK8,Joomak,5,"It is my second time coming back, this time I brought my friends along :)!

We truly enjoy the service here and the seafood late with octopus!

The beef was cooked well and very nicely tenderized!"
ChIJz86GbZka2jERAFWm-I-74wU,Jovis Cafe (The Dining Place),4,"Tried their fish & chips, chicken chop & smoked salmon salad. Food were tasty and fresh.
Just to note for indoor sitting, it can be quite noisy of there are kids playing at the kids’ corner. It did killed off some of the cosy ambiance for us that night."
ChIJz86GbZka2jERAFWm-I-74wU,Jovis Cafe (The Dining Place),5,"We recently celebrated my grandfather’s 80th birthday at Jovis Café and it was such a wonderful experience! 🎉

The team did an amazing job with the decorations, making the space feel festive and perfect for such a special occasion. Everything was beautifully arranged and really added to the celebration.

The food was also excellent!! Delicious, well-prepared and enjoyed by everyone in our family as well as guests. The staffs were friendly and accommodating throughout the event which made the whole experience smooth and memorable.

A huge thank you Jovis Cafe🙏🏻 for hosting us and helping to make my grandfather’s 80th birthday an unforgettable one. Highly recommended👍🏻👍🏻👍🏻👍🏻👍🏻

Food we had:
• Spaghetti Farm Mushroom Aglio-Olio
• Avocado Salad
• 12hrs Roasted Beef (not in their menu)
Cod
• Mushroom Soup
• Mummy's Curry Chicken
• Onion Rings
• Cocktail Sausages
• Calamari Rings

Their ice-creams are great too like;
• Korean Strawberry
• Black Yuzu
• Vanilla
• Cookie & Cream
• Chocolate"
ChIJz86GbZka2jERAFWm-I-74wU,Jovis Cafe (The Dining Place),5,"It’s a really chill cafe with great atmosphere , the owner was really nice, and the food was great too!"
ChIJz86GbZka2jERAFWm-I-74wU,Jovis Cafe (The Dining Place),5,Hidden gem in the west. Great place to chill
ChIJPxjKmlIQ2jERxaMc0bPJ3vU,Joyden Canton,3,"taste of food is ok, but on the salty side. the prices are quite typical of such restaurants

however they are pretty understaffed. 3 ladies trying their best to serve a full restaurant at peak hour is pretty impossible - they still do their best and kept their professionalism"
ChIJPxjKmlIQ2jERxaMc0bPJ3vU,Joyden Canton,5,Came for lunch with my son. Probably the best Chinese restaurant in town. The food was wonderful- out of this world indeed. Compliments to the Chefs. Thank you 🙏🏻
ChIJPxjKmlIQ2jERxaMc0bPJ3vU,Joyden Canton,2,"Food is not good and expensive. Outlet is newly decorated so ambiance is ok. Won’t come again. Bean curd roll has a layer of flour coated. Xo carrot cake is worst than hawker center with no xo taste at all, not crispy just put together. Service is so so, meat ball porridge is really plain porridge with meat ball added. The is no taste to the porridge and meat ball  is hard"
ChIJPxjKmlIQ2jERxaMc0bPJ3vU,Joyden Canton,2,"We have been patronising Joyden Seafood for more than a decade but this is closed.

This review is for Joyden Canton, a new outlet, and is our first visit.  We ordered four items of dim sum and it was pretty bad.  The dim sum was served hot which is good but the food is too salty especially the har gao and lacks flavor.  The steamed pork ribs is out of tangent, super oily and 90% pork fat and the pieces are not properly sliced.  Look at how the siew mai is presented.

On checking out, the cashier said the chef is from Hong Kong.  Rather disappointing and far from the excellent Hong Kong dim sum."
ChIJPxjKmlIQ2jERxaMc0bPJ3vU,Joyden Canton,5,"Date: 15 Feb 2026
Time:6.30pm
Person: 4pax
Crowded: No queue required.

This is the old restaurant, initially located at 2nd floor of Kallang Leisure Park mall, now they moved down to ground floor.

Overall food taste still good, no crowded during weekend too. Suitable for family lunch and dinner.

Do note the dim sum only until 5pm.

Environment also good, but I think they don't have vip room.

Price are consider acceptable. Average sgd 30 to 40 per pax"
ChIJeXSOYI0a2jERDdI-Q938U8c,Joyden Seafood,4,"Hi, are Joyden Seafood and Joyden Canton Kitchen shut down permanently?"
ChIJeXSOYI0a2jERDdI-Q938U8c,Joyden Seafood,5,"Joyden’s Seafood offers fresh, flavorful dishes with a focus on authentic tastes and quality. Signature seafood specialties, cozy ambiance, and attentive service make it a great spot for family dining and gatherings!"
ChIJeXSOYI0a2jERDdI-Q938U8c,Joyden Seafood,1,"Service quality is the worst I ever seen, 周英 is so called the manager, she was trying to push us out while we are still siting inside, keep saying after we ate we cannot sit inside.
I am urging this restaurant to contact me back and give me a clear explanation."
ChIJPeJgHb8P2jERGRkjiF8dVvg,Joyful Paradise Mala Xiang Guo,1,Terrible. Beef tasted like rock
ChIJPeJgHb8P2jERGRkjiF8dVvg,Joyful Paradise Mala Xiang Guo,4,"notes to self:
- mala is pricey one, dont get a shock
- if dabao, dont add instant noodles
- this stall can go for 大辣
- the tripe and intestines not bad"
ChIJPeJgHb8P2jERGRkjiF8dVvg,Joyful Paradise Mala Xiang Guo,5,Mala shop tucked away in the coffee shop beside Sheng Siong. Ingredients looked super fresh and they were kept constantly topped up. The taste was milder then I’m used to. So don’t worry to much if you’re afraid of spicy mala. Would definitely recommend if you’re looking for mala in the area!
ChIJB48WBPYV2jER5yTLU4aiLoo,Joyful Seafood At 120 Canberra Crescent,4,Good foods & reasonable prices. Strong recomendated.
ChIJB48WBPYV2jER5yTLU4aiLoo,Joyful Seafood At 120 Canberra Crescent,1,"Paid $6+ for a serving of diluted salted egg chicken with rice, worst meal ever."
ChIJB48WBPYV2jER5yTLU4aiLoo,Joyful Seafood At 120 Canberra Crescent,1,"I was shocked! Is this a vegetarian stall?
My 星州米粉 were served with 3 slices of 1mm thick & 2cm long of char siew, full of cabbages slices and little bean sprouts including few bits of minced crab bite...

I had to check in Google how to prepare the dish..."
ChIJB48WBPYV2jER5yTLU4aiLoo,Joyful Seafood At 120 Canberra Crescent,5,Cheap and good food
ChIJEx16_JkU2jEROHhcIMj1Joc,Js Bar & Grill,5,"friendly atmosphere
bosses are friendly good selection of liquor,"
ChIJEx16_JkU2jEROHhcIMj1Joc,Js Bar & Grill,1,"Very lousy place,i choose here because here is quiet,but end up a grp of indian here,they request to blast indian music and the waitress allowed them to do that even i told waitress to lower the volume,they only lower down volume for awhile then they blast very loud the music again,its so disturbing!not a good place to hang around!"
ChIJEx16_JkU2jEROHhcIMj1Joc,Js Bar & Grill,5,Nice chill out place with fantastic music!
ChIJEx16_JkU2jEROHhcIMj1Joc,Js Bar & Grill,5,Chill n relaxing place.. 🍺🍻
ChIJXeoiYWMF2jERbGzEkOmpme0,Jtk Food & Beer House,1,one of the worst food i had In my entire life
ChIJXeoiYWMF2jERbGzEkOmpme0,Jtk Food & Beer House,4,Food ok affordable price 👌
ChIJXeoiYWMF2jERbGzEkOmpme0,Jtk Food & Beer House,1,Very worst behaviour
ChIJO6_6IQAT2jERl2aFRGBlZ7I,Ju Feng Wanton Noodle,5,"MUST EAT! Very nice wanton mee with nostalgic old school taste. Wanton and dumpling meat is fresh meat, and fresh ingredients. Noodle is springy without the kee smell, very very sastifying bowl of goodie."
ChIJO6_6IQAT2jERl2aFRGBlZ7I,Ju Feng Wanton Noodle,2,"noodles blanched and rinsed. 10/10
fried dumplings meaty crispy 10/10
char siu lean but average 5/10
dressing with oil and sauce 2/10
it is just a dash of soup with dark soy sauce and miniscule lard oil.  more sauce and oil, zero soup water. this coats the noodles like how it should be. i am leaving low points so the owner can fix this.  it is easy! everything else is good except the tasteless watered down noodles."
ChIJO6_6IQAT2jERl2aFRGBlZ7I,Ju Feng Wanton Noodle,5,"Nice wan ton mee, prefer the fried wan ton which is crispy to go with it. Overall portion is generous for the amount paid. The standard is consistent and server is courteous."
ChIJw_MQ1NQV2jERPz458YBCKk8,Ju Shin Jung Seletar Cc,4,We arrived when they just opened on a Saturday and managed to get a table without a reservation. Amazing environment and service but meats (pork belly and jowl) and other dishes were just decent.
ChIJw_MQ1NQV2jERPz458YBCKk8,Ju Shin Jung Seletar Cc,4,"Food overall was quite good, and there’s a staff named Jina who did great. Even though we made a lot of requests, she still helped us patiently without getting annoyed. Food costs twice as much as a normal Korean BBQ, which I felt ok considering that the beef and marinated chicken were good. Definitely coming again. Noisy atmosphere. Also I found a stain on my plate which I think was not washed properly. For those who intend to visit, you should definitely book your seat at the corner as you have more privacy. There’s an early bird discount where you dine after 5.30 pm but you have to finish before 7pm to get a discount. Discount of S$4 for child and adult if you meet the requirements of the early bird discount. Yummy gelato!!!🙃🙃🙃"
ChIJw_MQ1NQV2jERPz458YBCKk8,Ju Shin Jung Seletar Cc,5,"Checked the ratings here before we decided to make a reservation. Seletar CC welcomes public to dine here as well. You will be glad it’s free parking with ample lots. Restaurant is located at level 2. The superb green fields view greeted us and we even gotten a window seat which is awesome. We ordered the buffet and it was a great choice. The beef cuts, pork loin were surprisingly very tasty and easy to cook. Even have honey of garlic beef options. Staff were on the ball to change bbq plate and even offered to cook for your table. You will find it easy to pop in the clean toilets that were inside the restaurant. A good choice to visit this branch!"
ChIJw_MQ1NQV2jERPz458YBCKk8,Ju Shin Jung Seletar Cc,5,Great food for families!
ChIJa82TAsYR2jERgwHsRYKEYLw,Jub Jub Mookata,5,好吃，份量很足
ChIJa82TAsYR2jERgwHsRYKEYLw,Jub Jub Mookata,5,Affordable tasty mookata experience.
ChIJa82TAsYR2jERgwHsRYKEYLw,Jub Jub Mookata,5,"First try today, favorites in order:
- Black pepper chicken (might be biased because I always like BP)
- Garlic chicken
- Cheese tofu (very different from the store-bought ones, and tastes good)
- Luncheon meat"
ChIJa82TAsYR2jERgwHsRYKEYLw,Jub Jub Mookata,4,Price was reasonable. Service was good. Garlic chicken is delicious. Will be back again.
ChIJO_st7bsb2jERpmZiCYIMY0o,Jubilant Hainamese Chicken Rice,5,"A very good and reasonable stall at Pasir Panjang Hawker center.

A queue started as soon as they opened at around 9am.

Took away drum stick with gizzard rice at only $4.50.

Will be back …"
ChIJO_st7bsb2jERpmZiCYIMY0o,Jubilant Hainamese Chicken Rice,4,"Value of money, chicken was nice! Chilli was good! Rice is decent."
ChIJO_st7bsb2jERpmZiCYIMY0o,Jubilant Hainamese Chicken Rice,5,"Pasir panjang resident and staffs are so lucky to have this heartland stall!

Remember they sell out fast after lunch hour! Go and eat now!"
ChIJO_st7bsb2jERpmZiCYIMY0o,Jubilant Hainamese Chicken Rice,4,The rice is fluffy and they are generous with the ginger scallions sauce and chili sauce. The chicken is tender.
ChIJO_st7bsb2jERpmZiCYIMY0o,Jubilant Hainamese Chicken Rice,4,Fantastic plate of chicken rice. Fragrant rice and tender chicken. +points for the affordable pricing as well.
ChIJsfizTCMa2jER0PvLzgOm59g,Jumbo Seafood (Dempsey Hill),5,Consistent food quality.
ChIJsfizTCMa2jER0PvLzgOm59g,Jumbo Seafood (Dempsey Hill),5,"The foods served were so so yummy - still same as before.
Staff were so helpful, alert especially Christine was so efficient when taking orders.
We are Jumbo’s very old customer since Serangoon garden CC outlet till now.
We really love Jumbo.
Will come back regularly."
ChIJsfizTCMa2jER0PvLzgOm59g,Jumbo Seafood (Dempsey Hill),5,"Great Dinner Celebration as usual. The lobster and crabs are amazingly cooked.
Staff Cindy serving us was professional and attentive. Thank you!"
ChIJsfizTCMa2jER0PvLzgOm59g,Jumbo Seafood (Dempsey Hill),5,CNY ambience.
ChIJi0HoLYoP2jERvSvI8K_PMMI,Jurong Soon Lee Eating House,1,东北中国餐菜饭卖变质肉食给食客
ChIJG9uCAYEU2jER3-Eon0sd7nI,Just Acia,5,Check out their value meals for the best deal. Comes with no service charge but the services are excellent. Free flow of drinks and ice cream. Lovely hang out location as space is super big..
ChIJG9uCAYEU2jER3-Eon0sd7nI,Just Acia,5,Cheap and delicious
ChIJG9uCAYEU2jER3-Eon0sd7nI,Just Acia,5,Lovely and value for money. The staff are excellent and super attentive.
ChIJG9uCAYEU2jER3-Eon0sd7nI,Just Acia,5,I love the atmosphere and the workers here. Very polite and patient to eldery n kids. Foods is great with very good prices.(Forgot to take a pic😄) Drinks n ice cream is free flow. Will definitely visit again .
ChIJG9uCAYEU2jER3-Eon0sd7nI,Just Acia,5,"Are repeat customers since ages ago when they first opened their stores here. Is the only Just Acia store remaining in Singapore and praying so hard that they wont close.

Excellent & speedy food service, food is served hot. Spinach tofu is a must try. Well seasoned. Salmon Teriyaki is amazing and cooked well - portions are big and plenty, best for those with a big appetite. Fried chicken is cooked well and crispy too.

Occasionally they whip out new items on the menu and the Laksa Spaghetti is one great option among the many others. Very very fragrant laksa sauce, chicken cutlet serving is generous as always. As with inflation they have increased their prices but this remains affordable for the quality and price point. Whichever mains you order gets you free flow drinks and 6 different ice cream flavours. Ice cream is amazing. Will always come back again for more."
ChIJBRNFl0EU2jERYrg5OJ55kuE,Just Greens Vegetarian (Yishun Branch),5,"We ordered Cai Fan, and it was extremely delicious."
ChIJBRNFl0EU2jERYrg5OJ55kuE,Just Greens Vegetarian (Yishun Branch),1,价钱应该放岀来，同样的菜今天$5.30， 明天4.50，3个菜$5.30，贵加乱算，可以告诉我这合多少钱？番茄蛋，一个豆腐，一片腐竹
ChIJBRNFl0EU2jERYrg5OJ55kuE,Just Greens Vegetarian (Yishun Branch),5,They only sell breakfast set till 10am. I bought my lunch for $3.50.
ChIJBRNFl0EU2jERYrg5OJ55kuE,Just Greens Vegetarian (Yishun Branch),5,"First posted in February 2024, updated Nov 2024

Sundays regularly find me in Yishun, where I often take a late lunch.  I must admit my initial hesitation to eat at Just Greens because of their poor rating and reviews.  Then again, if we don’t try, we never know, so guess what…?

It was good!  The vegetarian operators certainly know how to make vegetables tasty.

There were enough flavour profiles and textures to choose from, ranging from the soy sauce infused crunchy black fungus and braised mushroom, through gently salted bean curd skin ‘egg’ roll and the judiciously tomato-sauce inflections in the brinjal and long bean stir-fry.  The brown rice was unsalted and unflavoured, its mildly nutty flavours coming through in grains moist and tender, almost tending to clump.

Yet, this was the perfect complement to the variety of dishes, some of which were seasoned more gently  so that the plainer vegetables could hold their own in sauces that aren’t starchy or cloying.  Except the brinjal, which had a tendency to suck up fat, the dishes didn’t show any trace of oiliness in the mouth.  Those seeking some animal protein can take solace in an egg omelette, displayed separately from the other options.  You will also find gentle amounts of dried anchovy flavouring their spinach, belacan for their vegetable curry, etc.

My $6 bought me a satisfying meal of 4 dishes on brown or white rice.  Servings were generous so that I finished the rice before the dishes.  So, while it wasn’t exactly cheap, it certainly was value for money.  Most importantly, the meal was honest and well considered, paying due respect to the various ingredients."
ChIJBRNFl0EU2jERYrg5OJ55kuE,Just Greens Vegetarian (Yishun Branch),5,Good variety of vegetarian dishes. Tasteful yet satisfying for a full vegetarian.
ChIJw8hMfAAX2jER3rTNghLTrqY,Jws Grille Factory,5,"Food portion is generous. Staffs are friendly and food is served quick.
Food taste is comparable to restaurant standards. Worth the price"
ChIJw8hMfAAX2jER3rTNghLTrqY,Jws Grille Factory,1,"Food is over salty until cannot swallow, staff attitude cant be bothered even after feedback"
ChIJw8hMfAAX2jER3rTNghLTrqY,Jws Grille Factory,2,"Ordered mozzarella sticks and fish fingers. The mozzarella stick was about inch long only, and $2.50 for pieces, which is almost daylight robbery. The fish fingers were subpar and they are not even legit fish fingers, but the fishcake that we see usually served with nasi lemak cut into 5 pieced. I won't recommend these two dishes at all after trying it."
ChIJw8hMfAAX2jER3rTNghLTrqY,Jws Grille Factory,1,Staff don’t bother communicating with one another. Not sure if it’s due to language barrier. All the chicken chop I ordered for take away was pre-cooked and it was served COLD. Went back to confront the staff and they were not bothered and no apology was given.
ChIJ_0C_3mwZ2jERXaCQInHCutM,Kajiken (Original),5,"The Ultimate Mazesoba Experience: A Love Letter to Kaijiken

Since the day Kaijiken first opened its doors in Tanjong Pagar, it has been my undisputed go-to. If there is a ""King of Mazesoba,"" I’ve certainly eaten enough bowls to claim the title. This isn't just a meal for me; it’s a weekly ritual that never fails to hit the spot.

Why It’s the Best in Town:
* The Signature Taiwan Mazesoba: This is the undisputed star of the show. Every bowl is a masterclass in texture and flavor—the chewy, perfectly al dente noodles acting as the perfect canvas for that rich, savory minced meat and the creamy richness of the egg yolk.

* Consistent Excellence: Being a ""regular"" is an understatement. Even after countless visits, the quality remains top-tier. Every single time I visit, I leave as a ""happy camper,"" satisfied by the soul-warming depth of their secret sauce.

* The King’s Privilege: There is a certain magic in returning to a place where the flavors feel like home. Having worked my way through a mountain of bowls here, I can confidently say that Kaijiken offers the most addictive dry ramen experience in Singapore.

If you’re in Tanjong Pagar and haven't tried their Taiwan Mazesoba, you are truly missing out on a weekly delicacy that defines comfort food."
ChIJ_0C_3mwZ2jERXaCQInHCutM,Kajiken (Original),5,place is slightly small but this is my favourite mazesoba place! their mazesoba isnt too jelak~ been here multiple times! may need to queue during lunch hours so do head there early!
ChIJ_0C_3mwZ2jERXaCQInHCutM,Kajiken (Original),4,"맛있게먹었어요
짭짤하지만
라멘이 짭짤한맛으로 먹는거라서
저는 맛있었어요"
ChIJk5QnQWoT2jEREq19R5DIqFA,Kaki Makan,3,"The kakak cleaner who clean the table there are super rude! Ask to clear our table in rude manner both hand keep behind as if like she supervisor , we are the worker and shout at us With our kids already super cranky. I was carry my kid who already cranky move here and there. Please la at least be a little kind wont die. For return tray area please put nearer. Ur walking space are just nice when not crowded, but wen is crowded there i minimal space for us to walk and can cause bang with other cust with the dirty plate.

I hope i wont see that kakak anymore. Previously when i came there the kakak so kaypo asking why i  alone bring the kids out, why husband nvr accompany. . So kaypo and rude!"
ChIJY-E1JwAF2jERrp5y5ytGBOA,Kallang Airport Wanton Noodle (Fairprice Hub),1,"It is not 24 hrs, got scammed"
ChIJY-E1JwAF2jERrp5y5ytGBOA,Kallang Airport Wanton Noodle (Fairprice Hub),1,"Very disappointed .
Is spring onions expensive ??
Ordered a bowl and there’s any in it!
Asked  the employee and he replied Boss not supplying anymore.
Spring onions is one of the basic veg that enhance the taste of the soup and noodle. But end up my bowl of soup is bland😩 and didn’t finish.
Should the stall not supplying the spring onions, they should change the signboard picture as per what they’re selling.& not to misled customers.
We know Food is not cheap now, no choice but don’t be double standard."
ChIJY-E1JwAF2jERrp5y5ytGBOA,Kallang Airport Wanton Noodle (Fairprice Hub),4,"decent wanton noodles,reasonable portion."
ChIJY-E1JwAF2jERrp5y5ytGBOA,Kallang Airport Wanton Noodle (Fairprice Hub),5,nice bowl of wanton mee.
ChIJY-E1JwAF2jERrp5y5ytGBOA,Kallang Airport Wanton Noodle (Fairprice Hub),4,"Non-HK style wanton mee with tender traditional cha siew ba and springy noodles in dark sauce mixed with some crispy pork lard, and a decent portion of leafy vegetables and wanton dumplings."
ChIJGbzFAwAF2jERrv97R3Bc6fg,Kampong House Mini Wok,5,Delicious Salted egg chicken rice
ChIJGbzFAwAF2jERrv97R3Bc6fg,Kampong House Mini Wok,5,"Tried the salted egg chicken here, it really hit the spot. Price was also quite affordable."
ChIJGbzFAwAF2jERrv97R3Bc6fg,Kampong House Mini Wok,5,"Crispy chicken wings, Must try 👍 😋 👍
I order fish soup hotpot set,very worth it."
ChIJGbzFAwAF2jERrv97R3Bc6fg,Kampong House Mini Wok,4,"The sight of sliced fish served in an old-school aluminium steamboat pot is too tempting to resist.
The soup is savoury with lots of won bok [a.k.a. Chinese cabbage], tomatoes and tofu. However, the fried fish slices are mostly batter with just a morsel of fish meat within.
On the other hand, the prawn paste chicken [a.k.a. har cheong gai] is a must try here. We love the crispy golden-brown skin with juicy meat and the fermented shrimp 🦐 paste is strong!"
ChIJGbzFAwAF2jERrv97R3Bc6fg,Kampong House Mini Wok,3,"Order the Tom yum fish at $9.60 with rice. Very large serving, with lots of fish and vegetables…I think it’s enough for two. Overall it’s okay, but I think it’s kind of like drinking ketchup plus chilli water , half way through, taste fatigue kicks in and you don’t feel like eating anything anymore"
ChIJ0ZvOGrAR2jERwNGybdInVoc,Karu's Indian Banana Leaf Restaurant,5,"Compliments to Karu Bukit Timah for its delicious and yummy foods and Thank You for the Excellent Service of Mr Nathan. Mr Nathan met my family as we entered, seated us comfortably, introduce and explained the foods on display cabinet and menu. He took our orders and ensured our orders were correctly served. Our dining experience was further enhanced when Mr Nathan checked regular to ask if we enjoyed our food and if we had other needs. Dining at Karu meant delicious treat to the tummy, but complimented with the excellent service of Nathan is a extremely satisfying. We will definitely come back again to Karu Bukit Timah and highly recommend others to patronise this Karu outlet."
ChIJ0ZvOGrAR2jERwNGybdInVoc,Karu's Indian Banana Leaf Restaurant,2,"Honestly, I went there after looking at reviews and it was underwhelming. We paid $40 for 2 for prawn ( under seasoned and tasted like the sea) , my sore mutton (under seasoned) and fish cutlet (less fish and more potatoes)"
ChIJhSMMAKAP2jERWgjkqOnEZN0,Kaung Myanmar Home Cuisine (ကောင်း အိမ်ချက်မြန်မာထမင်းဆိုင်),5,"If you want to try Myanmar foods , Come down over here and try .Highly Recommended 👍"
ChIJRbZc3YoX2jERzyBC_kXUYKs,Kay Lee Roast Meat,3,"No longer the taste of the legendary kay Lee roast meat. Recently just bought 2sets of roast pork and char siew combi plus 2 sets of roast duck and char siew combi and 2 sets of salted veg duck soups for my family to enjoy.
The roast pork lack of crunch, duck meat dry and char siew totally lost the original dark charred caramelised flavor and it was all lean meat. The soup was so different, it tasted just like a salted vege water and they only used the wings as meat which explained the lack of umami.
My family rated poorly on the food I purposely waited for the stall to open and only one staff was there.
I missed the original Kay Lee friendly uncle and kind aunty.
Sad ... a legendary flavor gone.
It's ok, can go to KL or JB."
ChIJRbZc3YoX2jERzyBC_kXUYKs,Kay Lee Roast Meat,3,Past it's prime and overrated already. Better and cheaper alternatives everywhere.
ChIJRbZc3YoX2jERzyBC_kXUYKs,Kay Lee Roast Meat,4,"Food quality still pretty decent but felt it was too expensive for a daily fare. If around the area, can drop by the try their roasted duck and char Siew."
ChIJRbZc3YoX2jERzyBC_kXUYKs,Kay Lee Roast Meat,4,Very delicious char siew and roasted duck meat! 😋😋😋
ChIJRbZc3YoX2jERzyBC_kXUYKs,Kay Lee Roast Meat,3,Standard might have dropped. Only Char Siew is nice.
ChIJobbt1W0X2jERXp9vqJo1kJs,Kelly Jie Seafood • Formerly Tpy Mellben Seafood,5,Kalau ke Singapore gak pernah lupa mampir makan butter crab. Enak banget!
ChIJobbt1W0X2jERXp9vqJo1kJs,Kelly Jie Seafood • Formerly Tpy Mellben Seafood,4,Food is very nice! The service is also good.
ChIJobbt1W0X2jERXp9vqJo1kJs,Kelly Jie Seafood • Formerly Tpy Mellben Seafood,5,"Tasty beer pork rib, fresh crab, nice noodle"
ChIJobbt1W0X2jERXp9vqJo1kJs,Kelly Jie Seafood • Formerly Tpy Mellben Seafood,5,Wonderful food and great service too. Highly recommend the jinsha crab.
ChIJAQAAUNEW2jER1aIMNG81c9E,Keng Lee Yin Pin,5,Great coffee and service by a very friendly lady boss. Cool and casual settings. Feel very relaxed
ChIJAQAAUNEW2jER1aIMNG81c9E,Keng Lee Yin Pin,5,There are some many stalls selling drinks. This Keng Lee has even till now the best aromatic tradition coffee and tea.
ChIJAQAAUNEW2jER1aIMNG81c9E,Keng Lee Yin Pin,5,Best Tea and Tea-C in the area.
ChIJ47NO1xcY2jERyFbfhYX2QFU,Keng Wah Sung Cafe,5,"To experience what it feels like to have breakfast at a coffee shop of yesteryear, look no further. I go there whenever I want that familiar food to comfort my soul. The coffee, toast, half boiled egg are so good even on their own. The bee hoon is just right - that is not dry and not too moist. And not forgetting the “一盘一碟“ stall (the stall is named Plate & Plate, but to me it is more of plate by plate as they prepare the food on the spot plate by plate) offering nasi lemak and mee siam. Authentically local flavours that makes the morning just brighter."
ChIJ47NO1xcY2jERyFbfhYX2QFU,Keng Wah Sung Cafe,5,Travelled out of the tourist spots for this on a friend’s recommendation… glad I did! Especially if you are just stuck in a loop of touristy stuff…and want to get a feel for neighbourhood life…A legendary local breakfast spot you need to take time and enjoy in!
