place_id,Restaurant Name,Google Review Ratings,Reviews
ChIJsRYJwNEW2jERcCrU_fmKp8s,Economic Bee Hoon,1,"Updated . Just purely Beehoon not bad . Food ingredients very normal . Service ok .
__
Go so many times . NEVER ONCE OPEN"
ChIJsRYJwNEW2jERcCrU_fmKp8s,Economic Bee Hoon,5,"Bee hoon is fantastic and has quite a variety of options to choose from. Always get the cabbage, fried egg, and the meat balls/ another veg!"
ChIJsRYJwNEW2jERcCrU_fmKp8s,Economic Bee Hoon,3,"average bee hoon with a short queue. they cook the bee hoon in bulk, then keep it in a steamer - and take out small portions. so it's nice, hot and soft when they serve it to you. ingredients are super oily..."
ChIJ97T-wNEW2jER_k0foVuJgH4,#01-24 什菜飯,1,this pathetic portion for 5bucks? i even had to ask twice as i thought my hearing was failing me this morning
ChIJ97T-wNEW2jER_k0foVuJgH4,#01-24 什菜飯,1,Old Lady Overcharged Everyone! Food tasteless and does not look clean! Never eat from this DISHONEST stall again!!
ChIJ97T-wNEW2jER_k0foVuJgH4,#01-24 什菜飯,3,"Ordered:
Refer to the attached video for my order. Paid a total of $16.

I'm not usually a fan of mixed vegetable rice, but this vintage Chinese mixed vegetable rice stall, managed by seniors, caught my attention. They offer two kinds of chili, both of which complemented the food, price is reasonable as well."
ChIJ97T-wNEW2jER_k0foVuJgH4,#01-24 什菜飯,4,Their mix rice is decent and affordable price(1 meat +2vege for $3.50). Overall 7.5/10
ChIJZ2DAwqYX2jERymVeqc8T30c,&Joy Japanese Food Street (Nex),1,"When i first entered into this restaurant, the waiter greeted me nicely and led me my seat. Another waiter came to help me with my order. I found their service very bad. The food was cold and one of the workers even ignored me and gave me a dirty look. Do you even call yourself a waiter when ur handling customers like this? You kept ignoring my question and walked away like you never heard me. I do not recommend people going to this place. Its such a waste spending on this useless food. Their service was un incredible. Giving me side eyes like you eat dirt."
ChIJZ2DAwqYX2jERymVeqc8T30c,&Joy Japanese Food Street (Nex),4,"I have my lunch with my parents at YakiYakibo, the food is good! and the service from Eileen is great! thank you for your good service."
ChIJZ2DAwqYX2jERymVeqc8T30c,&Joy Japanese Food Street (Nex),5,Best Japanese food street
ChIJEWdzyHEV2jERFOURfud0d_s,1036 Fusion,5,"Came here for lunch while on business in the Seletar area. Delicious authentic home cooked meals. Don’t get fooled by the casual look, the kitchen is clean and the service is great. Chicken satay, mixed vegetables, and garlic prawns were excellent. The prawns were very large and fresh."
ChIJEWdzyHEV2jERFOURfud0d_s,1036 Fusion,1,"Despite a prominent banner for a $4 breakfast set (1 kopi, 2 eggs, 1 toast), we were charged $17 for 2 coffees, 8 eggs, and 1 toast. When I questioned the price, the waitress claimed that because we didn't explicitly say the word ""breakfast set"" during the order, they charged everything at ala-carte prices. Total ripoff—be very specific when you order here!"
ChIJEWdzyHEV2jERFOURfud0d_s,1036 Fusion,5,Receommended. Food and service are great. Price reasonable and good good. Child friendly
ChIJEWdzyHEV2jERFOURfud0d_s,1036 Fusion,5,"Great dining experience, very suitable for big friend groups and family gatherings! Warm atmosphere and the staff are very friendly as well. We thoroughly enjoyed their signature wings, butter fried sotong and black pepper crab"
ChIJGWZ0_JkU2jERyBqFWy7JGws,1036 Live Seafood,5,Food was amazing. Got to choose my Crab. Turned out great. Staff super friendly. Beer was cold. Ate my chilli crab before i could take a photo. Did get a photo of my beer though.
ChIJGWZ0_JkU2jERyBqFWy7JGws,1036 Live Seafood,5,"Great food and services.
Love the crab.
Its open air seating though."
ChIJGWZ0_JkU2jERyBqFWy7JGws,1036 Live Seafood,1,"Their crab is not fresh black pepper sauce super salty , unreasonable price for such quality food . Do not recommend , visit at your own risk . However staff is quite friendly not pushy.PRICE IS HIDDEN ORDER AT YOUR OWN RISK 3 person all small dishes $200"
ChIJCa8ucjsF2jERHZiIudg_1EA,108 Mini Wok,1,臭油味
ChIJCa8ucjsF2jERHZiIudg_1EA,108 Mini Wok,5,"Has been dinner here x2 times, food not bad, the guy service is good, fast cooked, don’t need to wait too long, although he is alone, I’m recommended."
ChIJCa8ucjsF2jERHZiIudg_1EA,108 Mini Wok,5,Damn nice food
ChIJQ_yl0rcR2jERL5GXs_aRKJY,117 Fried Kway Teow • Hokkien Noodle,5,Fried Kway Teow super nice!
ChIJQ_yl0rcR2jERL5GXs_aRKJY,117 Fried Kway Teow • Hokkien Noodle,4,Best
ChIJQ_yl0rcR2jERL5GXs_aRKJY,117 Fried Kway Teow • Hokkien Noodle,3,"Hokkien mee not good. Also found a hair in it.

Char kway teow OK good.

White Carrot cake okay. My partner liked it."
ChIJQ_yl0rcR2jERL5GXs_aRKJY,117 Fried Kway Teow • Hokkien Noodle,4,"I'm a big fan of the fried carrot cake here! The dark version is perfectly balanced - savory and not too sweet. My wife, on the other hand, raves about the white carrot cake, describing it as crispy and packed with flavor. We're both impressed with the quality and taste of these dishes!"""
ChIJQ_yl0rcR2jERL5GXs_aRKJY,117 Fried Kway Teow • Hokkien Noodle,5,Yummy Char Kway Teow
ChIJLeIkhSgP2jERFJnqCOUJXD8,158 Seafood,5,虾酱鸡 yummy
ChIJLeIkhSgP2jERFJnqCOUJXD8,158 Seafood,5,The econ rice was fine. Kopi O Di Lo was superb.
ChIJLeIkhSgP2jERFJnqCOUJXD8,158 Seafood,1,"Bought takeaway meal from the zi char stall and found plastic cooked together. Even though refund was provided, this should not have happened.
Such a big piece of plastic should have been easily spotted while cooking a SINGLE portion."
ChIJS1BYfVkF2jERoi_DYP2j5Tw,17 Food Shop,3,"The food is affordable, but the service needs some improvement. 😐 The space is very cramped, and it can be difficult to get in when others are leaving."
ChIJS1BYfVkF2jERoi_DYP2j5Tw,17 Food Shop,5,Good food
ChIJd4Pilu8F2jERGcAmPHaisOQ,178 Mixed Rice Veg And Porridge,4,Good
ChIJGwYVVwAT2jERQiBykzjEFMs,187 Ayam Penyet,5,The food is very nice very worth it considering the price is so cheapp please come and support more
ChIJGwYVVwAT2jERQiBykzjEFMs,187 Ayam Penyet,5,Out of my expectations. They have very good fried chicken wings rice.and it's cheap
ChIJKT3KLGAX2jERq1yyRBddK7Q,21 On Rajah,5,"A great service, and very prompt in executing our request. Special thanks to Sherline and Natasha explaining the booking and planning smoothly. The service crew at the job that day, 23/03/2026 has done a great job to serve all of us in the private dining."
ChIJKT3KLGAX2jERq1yyRBddK7Q,21 On Rajah,5,"We had our lunch buffet there and experience is pleasant. Honestly, there is nothing to shout about regards to the variety of food.  Spread is decent, taste is ordinary. But wat stands out is their dedicated services. Despite there were only 2 staff on the floor when I walked in, they were nothing but attentive. Best of all, they were full of smiles even though understaffed!
So although I wud give the food a miss if I’m On my buffet crave, I will be back  because of their excellent service!"
ChIJKT3KLGAX2jERq1yyRBddK7Q,21 On Rajah,1,"Went there twice and every time the ala carte menu sure let customer order already then come tell you the item is not available. When order appetiser and soup with main menu items, the food appear in no proper sequence. You can finish the whole plate of mee goreng and then your soup come out last. Whole place mostly empty on a Saturday night and telling us fully booked which we wonder why.
Extremely overpriced, Singaporean bee hoon $16 which is like vegetarian bee hoon from hawker, mushrooms, cabbage and some cut strips bean curd only. Will stop visiting."
ChIJKT3KLGAX2jERq1yyRBddK7Q,21 On Rajah,4,"Cooked food spread is alright. But good value especially with the one for one lunch deals.

They charge for still water. But you dont really need this since they've a wide range of teas and coffee options. Dessert soread is good too with pastries and fruits and a fondue"
ChIJW9nKUeUW2jERInQCCYbtvCs,24 Hrs Ming Fa Fishball Noodles (Amk),5,"Above average fishball noodles with bouncy fishballs and QQ meepok. Fried dumplings were freshly fried but not much meat filling. Overall, a nice place to have a leisurely weekday lunch."
ChIJW9nKUeUW2jERInQCCYbtvCs,24 Hrs Ming Fa Fishball Noodles (Amk),5,Always consistently very good. Whenever I am back from Perth for a Singapore visit I will frequent this AMK MingFa. I have tried the MingFa @ Chinatown People’s Park…no comparison. AMK MingFa is the best 👍
ChIJW9nKUeUW2jERInQCCYbtvCs,24 Hrs Ming Fa Fishball Noodles (Amk),5,"Food is great, staff are friendly enough. Hawker shop environment, dun expect super high class place n u will enjoy it."
ChIJW9nKUeUW2jERInQCCYbtvCs,24 Hrs Ming Fa Fishball Noodles (Amk),5,"Our favourite dish is Laksa, will be great to include quail egg as part of inclusion. That will enhance the dish. Team at AMK is friendly and always service with a smile. Thank you and keep up the great work"
ChIJM4Cog6cX2jER1g4af66ZOgw,26 Home Dining,5,Amazing home based business! Super delicious menu and alcohol served. 10/10 will recommend!
ChIJM4Cog6cX2jER1g4af66ZOgw,26 Home Dining,5,great and unique food with 2 cute dogs!
ChIJM4Cog6cX2jER1g4af66ZOgw,26 Home Dining,5,"As a newcomer to private dining, 26 Home Dining was a really great and approachable first experience! The courses served were familiar yet innovative, and every dish was enjoyable from beginning to end. I especially liked the pine nut panna cotta - something I've never seen on other menus. It was a fresh take on desserts that worked. My picture doesn't do it justice (it was taken half eaten) but it was a bite worth coming back for!"
ChIJM4Cog6cX2jER1g4af66ZOgw,26 Home Dining,5,Great food and service by a passionate chef. It was great that the menu was designed with seasonal ingredients with both international and local flavours. The chef also takes pains to elevate local ingredients with items like laksa oil and sambal emulsion. 10/10 would recommend and can’t wait for the chefs upcoming creations.
ChIJM4Cog6cX2jER1g4af66ZOgw,26 Home Dining,5,"Really enjoyed this home dining experience. The food was well-cooked and clearly made with care. The atmosphere was warm and comfortable, making the meal feel very personal.

You can tell the chef is genuinely passionate about cooking good food, with great support from his wife behind the scenes. A lovely place if you appreciate good food and a nice, homely setting."
ChIJTyWXW4EZ2jER5VJMx7p1QMI,2It & Drink,5,Top! Pizza buonissima
ChIJTyWXW4EZ2jER5VJMx7p1QMI,2It & Drink,1,"Ordered Tortelli with Pumpkin and Butter Sage… looks so so sad. Like frozen pasta from the supermarket that was reheated. Pasta was overcooked, too hard.

Needless to say the quantity is………  for kids?"
ChIJTyWXW4EZ2jER5VJMx7p1QMI,2It & Drink,1,They have openingscheduled they never follow. Wasted a lot of time. Workers inside just ignore you
ChIJTyWXW4EZ2jER5VJMx7p1QMI,2It & Drink,5,"Handmade pizza that is as good as the pizza I've had in NYC, which in Singspore is a sruprise. Thin crust, homemade dough and sauce, hand tossed with the perfect amount of cheese. Two thumbs up!"
ChIJTyWXW4EZ2jER5VJMx7p1QMI,2It & Drink,5,"Been here 2 times. Vongole was great. Pasta here is always al dente unlike some places with same price but overcooked. Calamari was ok but marinara sauce tasty. Apple crumble was good as well, ice cream was super smooth."
ChIJveczDQAT2jERQzjqSh8SA04,304 Mala Hotpot Xiang Guo,4,老板，请问装修后你们搬去那里啦？
ChIJveczDQAT2jERQzjqSh8SA04,304 Mala Hotpot Xiang Guo,5,服务满意，聊了几句👍
ChIJveczDQAT2jERQzjqSh8SA04,304 Mala Hotpot Xiang Guo,5,"Had vegetarian ingredients today; leafy greens, instant noodle, glass noodles and taupok with 小辣.

The taste is great, not so salty with a fragrant mala flavor 👍🏻

Pricing wise is quite decent too; $1.20 to $1.60 for non-meat option and $1 for an instant noodle ☺️"
ChIJveczDQAT2jERQzjqSh8SA04,304 Mala Hotpot Xiang Guo,1,"They put back the ingredients I chose when they cooked.
I saw the lady putting my vegetables back after pealing 3 leaf out from it."
ChIJrezFxbYW2jERntTNH8cfMJo,33 Xian Seafood Village 33,5,Leng Leng is very friendly and helpful
ChIJrezFxbYW2jERntTNH8cfMJo,33 Xian Seafood Village 33,5,"I come here quite often and the food is always consistently good. The seafood is fresh and very delicious, and every dish is well prepared. The boss is also very friendly and welcoming, which makes the whole dining experience even better. Always happy to come back again!"
ChIJrezFxbYW2jERntTNH8cfMJo,33 Xian Seafood Village 33,4,"Discovered a hidden gem 🎉 The portions are generous, and every dish; main or snack, is full of flavour. Their signature is live seafood 🦞, together with homemade special sauce is truly irresistible. Friendly staff make dining even more enjoyable. Perfect for family meals or gatherings, 33 Xian Seafood is highly recommended."
ChIJrezFxbYW2jERntTNH8cfMJo,33 Xian Seafood Village 33,5,无意间发现一个宝藏餐厅🎉在这家餐厅用餐真的是一次非常愉快的体验。首先，他们的食物分量很足，色香味俱全，无论是主菜还是小吃，都能看出厨师们的用心👍🏻他们的招牌活海鲜🦞新鲜的海鲜搭配特制的酱料，简直让人欲罢不能。服务员们态度热情友好，对顾客的需求迅速反应，他们总是微笑着也让整个用餐过程更加愉悦。无论是家庭聚餐还是朋友聚会，33鲜味园活海鲜都是一个非常合适的选择
ChIJ26cU9MEb2jERiLdLMTOJ6PE,37 Teban Gardens Fishball Noodle,3,This newcomers is much better than hawker centre fishball Noddle.
ChIJpepUTgYP2jERKIDQPZPhyoE,38 Seafood (Fish Head And Steamboat),1,Waste of time
ChIJpepUTgYP2jERKIDQPZPhyoE,38 Seafood (Fish Head And Steamboat),1,"It was not the first time visiting this stall. Even you dine in there, they are required to collect your money right away. So scare that you're going to run away. Today ta pao 1 packet of curry pork rice. Is not cheap at 5.80 sgd with selling if container and they are giving so much pork fats. Is only 2 pieces of low quality lean meat inside. Expecting me to eat?? I am going to see when you will close down."
ChIJpepUTgYP2jERKIDQPZPhyoE,38 Seafood (Fish Head And Steamboat),1,"Seriously I've been robbed
10 for this?
Even restaurant can serve more"
ChIJpepUTgYP2jERKIDQPZPhyoE,38 Seafood (Fish Head And Steamboat),1,Too much la. $8 for so little vegetable. Day light robbery.!!!!
ChIJpepUTgYP2jERKIDQPZPhyoE,38 Seafood (Fish Head And Steamboat),1,"Lousy and stupid service.. lady was seen serving everyone who ordered after me .. and left my plate at the counter .. I waited 30 mins before going there and finding out my plate was left there to collect.. when I approached her she said ""there"" ..rubbish service and the food is horrible... never eating here again ."
ChIJD_QWc_gX2jERl6mVTyiOxa8,39 Coffee Stall,3,Friendly staff and smooth coffee
ChIJD_QWc_gX2jERl6mVTyiOxa8,39 Coffee Stall,5,kopi c siew dai beng one of the best in Singapore!!
ChIJD_QWc_gX2jERl6mVTyiOxa8,39 Coffee Stall,5,"Good, made on the spot, tea, coffee, and bread. Never disappoints."
ChIJ85YC688Z2jERs3PqCClm0-I,435 At Home,5,"The Home Bar and Kitchen offers a delightful fusion of Indonesian and local flavors that feels just like home. The food is incredibly delicious, making it a great spot for gatherings."
ChIJ85YC688Z2jERs3PqCClm0-I,435 At Home,5,Love their aglio. Well taste .
ChIJ85YC688Z2jERs3PqCClm0-I,435 At Home,5,Good place to dine and wine with family
ChIJ85YC688Z2jERs3PqCClm0-I,435 At Home,5,A very cosy place to hang out with bros. A must try is their Argentina grill steak. And please eat the whole steak with the marbling fats! It’s out of the world! The owner Gary is also a charmer who makes every guest feels at home!
ChIJe7uhLpMP2jERKrXGrPmLsAI,4Fingers Crispy Chicken (Jurong West Central 2),4,"Came here around 3.30pm for a snack, mainly looking for a place to sit down and chill, and it turned out to be perfect since there were very few people around at that time.
We ordered the cheese fries. Taste wise it was quite good, but it was also pretty oily and salty. The first few bites were great, but towards the end it became a bit heavy and difficult to finish. In fact, what was supposed to be a light snack ended up feeling more like a full meal for me.
Overall, it’s still a good place to drop by for a quick fix of Korean fried chicken or snacks, especially if you just want somewhere casual to sit and relax."
ChIJe7uhLpMP2jERKrXGrPmLsAI,4Fingers Crispy Chicken (Jurong West Central 2),5,Very nice staff especially the staff by the name of mikhael. Proactive and always helping every customers with full gusto
ChIJe7uhLpMP2jERKrXGrPmLsAI,4Fingers Crispy Chicken (Jurong West Central 2),5,"friendly staff , food was nice but it is too pricey"
ChIJe7uhLpMP2jERKrXGrPmLsAI,4Fingers Crispy Chicken (Jurong West Central 2),1,"Today, we brought more than 10 people to celebrate my child’s birthday together with Valentine’s Day at 4 Fingers. Before bringing out the cake, we politely asked for permission to cut it. The cashier informed us that we were allowed to cut the cake but were not allowed to eat it there.

What disappointed us even more was when the cashier mentioned that the cake “must be halal.” I am Muslim, and the children’s parents are from mixed backgrounds. Of course, if the cake needs to be halal, we would purchase a halal cake. That was never an issue.

We are very disappointed with the way this situation was handled and with the service provided by the cashier. The explanation was unclear and felt unnecessary. We hope the management can clarify the policy and ensure staff communicate more respectfully in the future."
ChIJee5FCAMX2jERKocEV8MUz3k,4Fingers Crispy Chicken (Jalan Kayu),5,"Updating my star review for service to 1 star.

It took them almost 20 minutes for my order. There's not a lot of order that time, around 7.58pm Saturday evening. I can see it the screen I'm 2nd in line behind a grab food order, but still took them that long.

This store is takeaway only. They don't have dine in options as they have no table, only chairs for riders or customers to sit on while waiting for their orders. They accept paywave payment."
ChIJee5FCAMX2jERKocEV8MUz3k,4Fingers Crispy Chicken (Jalan Kayu),2,The fried chickens were not coated with sufficient sauce. Disappointed.
ChIJee5FCAMX2jERKocEV8MUz3k,4Fingers Crispy Chicken (Jalan Kayu),1,"Ordered via GrabFood. The first time I ordered with them the drink spilled thru the cup and contaminated the solid food items. Ordered again and figured that was a one-off incident.

Turns out I horribly misjudged the quality issues of their packaging. This time the drink spilled AGAIN and a common thing between the two incidents is the fact that they pack the drinks with the meal in the same bag.

Not ordering with them again."
ChIJee5FCAMX2jERKocEV8MUz3k,4Fingers Crispy Chicken (Jalan Kayu),5,Super fast & efficient! Their wings always slaps
ChIJee5FCAMX2jERKocEV8MUz3k,4Fingers Crispy Chicken (Jalan Kayu),1,Ordered 3 drumlets and was very tiny
ChIJsyhj0n4Z2jERIBEWr81OZhg,4Fingers Crispy Chicken (Tiong Bahru),3,The auntie that is in the counter not allow me to order other thing aside from the $10 promo..I mean..I I can order anything I want right and I will pay for it.. everything I ask that I want to buy she said cannot..sooo strange...
ChIJsyhj0n4Z2jERIBEWr81OZhg,4Fingers Crispy Chicken (Tiong Bahru),1,The staffs at the cashier counter was friendly and nice however the staffs at the pick up area was horrible and just push the food on the table so rudely
ChIJsyhj0n4Z2jERIBEWr81OZhg,4Fingers Crispy Chicken (Tiong Bahru),5,Món gà rán ngon nhất khi dùng ở Singapore.
ChIJsyhj0n4Z2jERIBEWr81OZhg,4Fingers Crispy Chicken (Tiong Bahru),5,"Shoutout to the lovely staff (cashier) , so so kind. I requested for the kimchi slaw to be separated & for a little extra & she made it happen. Truly appreciate you ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ this is what customer service is!"
ChIJTw1U1IUR2jERGGJClZEVwec,4Fingers Crispy Chicken (Bukit Batok West Avenue 6),1,Bad attitudes from your manager or supervisor.playing with phone and ignoring people of asking them for orders
ChIJTw1U1IUR2jERGGJClZEVwec,4Fingers Crispy Chicken (Bukit Batok West Avenue 6),1,Bought 6 wings combo soy sauce. Soy sauce very dry n tasteless. We pay $11 . Not $1 meal. Pls tell your staffs do work up to standard. I see like student younger faces that spread the sauce on the chicken. Disappointed.
ChIJTw1U1IUR2jERGGJClZEVwec,4Fingers Crispy Chicken (Bukit Batok West Avenue 6),1,"The food was extremely disappointing. The fries tasted like they had been refried multiple times — hard, dry, and almost impossible to bite through. What made it worse was the service. The staff were very perfunctory and didn’t even bother to coat the fries with the seasoning properly. There was barely any flavour at all.

I ordered seaweed fries, but instead they randomly sprinkled chili powder on it. How does that even make sense?

Charging $13.50 for something like this — do you honestly think that’s reasonable?
The ratings for this place are definitely not real.👎☹️"
ChIJTw1U1IUR2jERGGJClZEVwec,4Fingers Crispy Chicken (Bukit Batok West Avenue 6),1,工作人员很不礼貌，餐具都不给我，我不能拿吗？还要给脸色，食物再好吃我都不会再去了
ChIJTw1U1IUR2jERGGJClZEVwec,4Fingers Crispy Chicken (Bukit Batok West Avenue 6),1,chicken is no longer juicy like last time. now is small and dry and not nice
ChIJo6zVvtwP2jERyf2Nuhm97cM,505 Jurong West Market & Food Centre,4,Jurong West Food Centre
ChIJo6zVvtwP2jERyf2Nuhm97cM,505 Jurong West Market & Food Centre,4,"A popular local food centre among residents in the area, this spot offers a variety of options for vegans, vegetarians, and anyone looking for meatless meals.
There are two Chinese vegetarian stalls - Wan Yuan Vegetarian and Tofu Vegetarian Food — both of which are vegan-friendly and allium-free. You'll also find a Delisnacks stall serving traditional vegan and vegetarian snacks. In addition, some stalls, such as Thunder Bowl, offer dishes with vegetarian options."
ChIJV3tVRW8V2jERwUPT2lBYG9o,57 Mala Xiang Guo,5,This mala is honestly the best mala I have ever eaten
ChIJV3tVRW8V2jERwUPT2lBYG9o,57 Mala Xiang Guo,5,This mala is the best mala ever
ChIJV3tVRW8V2jERwUPT2lBYG9o,57 Mala Xiang Guo,5,Best mala wo hen xi huan
ChIJV3tVRW8V2jERwUPT2lBYG9o,57 Mala Xiang Guo,5,hen hao chi mala wo xihuan
ChIJRTR5pIcR2jERBi8_dy8a5Bc,6Th Avenue Fishball Noodles By Auntie Sally,5,"Surprisingly good fishball noodle! Ordered a mee pok dry, was cooked by a young guy in his 20s. Was doubling him thinking he is too inexperience thus it won't b nice. When l was home , mee pok was juz nice surprisingly. Usually noodle is over cooked when u packed home by the time u eat it will b too soft but he is able to do it juz nice n best part the pork lard oil n chilli sauce was juz nice too. When l stir to mix erythg tgt it tasted perfect 👍 This is the first time l packed noodle home n it taste so good 😊😊😊 Thumbs up ! Last but not least he is so detailed to even asked if l wan spring onion in my pack of soup. Asked for pork lard he gave me 2 big spoon, super generous. Service no.1. I seldom give 5 stars in my review esp not for noodle, this is one of the best l hv tried so far!"
ChIJRTR5pIcR2jERBi8_dy8a5Bc,6Th Avenue Fishball Noodles By Auntie Sally,4,Very nice and bouncy fishballs
ChIJRTR5pIcR2jERBi8_dy8a5Bc,6Th Avenue Fishball Noodles By Auntie Sally,5,I actually like this bowl of fish all noodle. Have an old school style cooked by a young lad. The soup I feel could be less saltier. The fishball and minced meat was good along with the qq noodle.
ChIJRTR5pIcR2jERBi8_dy8a5Bc,6Th Avenue Fishball Noodles By Auntie Sally,5,"Aunty Sally is really kind, noodle tastes great with loads of minced meat!"
ChIJRTR5pIcR2jERBi8_dy8a5Bc,6Th Avenue Fishball Noodles By Auntie Sally,5,On the 13 Oct 2025 I visit sixth ave fishball noodles the fishball tender nice cook by a youngster their vinegar must put yourself so far is recommend to try
ChIJP9F23Z4Q2jERqZXXwXcXlqs,6Th Avenue Wanton Mee,5,"Yes yes yesss!!! 👍🏻

Personally one of my favourites since childhood ... and still is!

Chewy noodles that quickly ""drink"" the salty, sweet, garlicky, shalloty sauce that is very soul soothing and satisfying to me . . . to me.

Coarse ground filling to the wantons that is savoury and well-seasoned, without prawn / sole fish powder""smell"", in a clean and tasty broth.

Though mostly all wantan mee reviews are contentious and well debated ... this review is based on my personal preferences and also me not minding one bit that the char siew served with wantan mee doesn't need to be as juicy as those served over rice! 😉

Thank you for the great food over all these years and I will definitely go back many many times again!"
ChIJP9F23Z4Q2jERqZXXwXcXlqs,6Th Avenue Wanton Mee,2,"I’ve been a regular supporter of this stall for a long time and will travel down all the way to patronise the stall, but had an unpleasant experience recently with an accusation from an elderly staff which wasn’t true. I was just minding my business and wanted to enjoy a comforting bowl of wanton mee but got shouted at for nothing. Don’t get me wrong, I really respect elderly hawkers who are still working at their age and in fact enjoy conversing with them, but it doesn’t excuse poor service or treatment. The run-in felt extremely unnecessary and awkward. Hope there can be better communication with customers going forward."
ChIJP9F23Z4Q2jERqZXXwXcXlqs,6Th Avenue Wanton Mee,5,Popular Tuckshop wanton mee but kopi ice is the best there.
ChIJP9F23Z4Q2jERqZXXwXcXlqs,6Th Avenue Wanton Mee,5,"Best wanton mee in the area. Hong Kong style, my favourite"
ChIJIejW93kZ2jERg6mb4ptMgdE,7 Original Tiong Bahru Fishball,5,"30/November/2025
Takeaway 2 Fried Tau Fu with Fish Paste ($1/pc), was good! They sell lots of fish products, my other favorites are otak fishball & fishball."
ChIJIejW93kZ2jERg6mb4ptMgdE,7 Original Tiong Bahru Fishball,1,"Standard drop! We haven't been eaten for many years and recently hubby  bought their fish balls ( ie, not e plain ones..ones with chilli etc) and sotong balls... totally tasted like factory made .
Gone is the authentic tasty handmade fishballs and sotong balls we used to love many years ago.
Sotong balls tasted more flour than sotong :((("
ChIJIejW93kZ2jERg6mb4ptMgdE,7 Original Tiong Bahru Fishball,2,"The fish balls and otah fish cake were a let down. The fish balls were not bouncy and the otah fish cake has no otah flavour.
In comparison to the stall in Bendemeer hawker center, the taste is far from tasty. I would say those sold in supermarkets taste better.
Price range is also on the higher side."
ChIJIejW93kZ2jERg6mb4ptMgdE,7 Original Tiong Bahru Fishball,1,auntie dont even understand what's the order yet making a fuss out of it. standard of fishvall drops. would prefer uncle when making purchases.
ChIJs6dzyOcZ2jERwI9Uyo1E984,7 Tavern,4,"Check out my other reviews at @pandareviewsfood

7 Tavern: 8.1/10

I finished work at 9 pm. As one expects, there really isn't much good food open at such a late timing. I opened Google Maps as a Hail Mary and found this place just right beside me.

I love you, Google Maps, for finding me this gem.

Moonlight Kuey Teow ($12): 8.3/10
I didn't expect much from pub food, but I was shocked at how good this was.
It was simple, done well.
The lard is fantastic, perfectly crispy and rich in flavour. This, along with the strong wok hey made this such a luxurious meal to eat.
The chilli isn't anything novel either, just heat with a bit of acidity. However, this was just what was needed to make the wok hey pop even more. With a pint of Guinness, this is the perfect late-night meal to have.

I understand that some people might not enjoy this place due to the rowdy atmosphere. Nevertheless, if you are just looking for a decently priced meal in Novena, this is perfect for you."
ChIJs6dzyOcZ2jERwI9Uyo1E984,7 Tavern,5,"Cold beer, good whiskey and most importantly the good food ,fresh oysters from hokkaido included. The finger food are excellant."
ChIJs6dzyOcZ2jERwI9Uyo1E984,7 Tavern,4,"Loved the char kway teow.. food was overall great. Service is prompt and friendly.. good band on Thurs and Fridays...but if you also want to relax with good vocals, I'd recommend the weekdays too..."
ChIJBYKKHzQV2jERqxPc5Rjq4xM,729 Vegan,5,"Five stars! The flavors were bold, food was hot served , the portions were generous, and the service was lightning-fast(Self service). The spicy dumpling soup had the perfect kick. If you’re looking for authentic comfort food, this is the spot.You can play board games by side and enjoy your food .. I’ll definitely be back to try the rest of the menu."
ChIJBYKKHzQV2jERqxPc5Rjq4xM,729 Vegan,5,"This is a weird place.. The kitchen is sealed from the dining area. No staff seems to come that side when customers are present.

The noodles are DELICIOUS, the veggies tasty, I love it!!"
ChIJBYKKHzQV2jERqxPc5Rjq4xM,729 Vegan,5,I really enjoyed the veg cutlet dry ramen.
ChIJBYKKHzQV2jERqxPc5Rjq4xM,729 Vegan,5,"Honestly, this place is so underrated! The food is so delicious and comforting and affordable! Had the tomyum ban Mian and it was so yummy I finished the entire bowl including to soup. Thank you to the owner for serving up such heartwarming meals :)"
ChIJBYKKHzQV2jERqxPc5Rjq4xM,729 Vegan,5,Been wanting to try this. The rice options were all sold out when I visited. Nevertheless the ABC Ban Mian Soup did not disappoint. Quite tasty and goes will with the chilli. It’s air conditioned and quiet. Even the other diners kept their noise to a minimum when I visited. Will be trying their rice on my next visit.
ChIJ82xg0u4T2jERNb-QL3wikh0,786 Banana Leaf,1,No “First Come First Served” rule here. Waited 15mins standing by the stall to see my pratas being distributed to the queue of at least 10 people who were queuing after me.
ChIJ82xg0u4T2jERNb-QL3wikh0,786 Banana Leaf,5,Nice Biryani  😊
ChIJ82xg0u4T2jERNb-QL3wikh0,786 Banana Leaf,4,Friendly
ChIJdZ8sgU8b2jERSYDNCfpumO8,786 Spices,5,Excellent
